ID,duelAerialLost,duelAerialTotal,duelAerialWon
25645,10.0,22.0,12.0
25646,11.0,27.0,16.0
25647,4.0,6.0,2.0
25648,3.0,8.0,5.0
25649,5.0,7.0,2.0
25650,8.0,19.0,11.0
25651,10.0,12.0,2.0
25652,3.0,5.0,2.0
25653,27.0,39.0,12.0
25654,2.0,6.0,4.0
25655,7.0,11.0,4.0
25656,6.0,12.0,6.0
25657,0.0,1.0,1.0
25658,0.0,0.0,0.0
25659,2.0,2.0,0.0
25660,2.0,5.0,3.0
25661,3.0,10.0,7.0
25662,5.0,7.0,2.0
25663,28.0,49.0,21.0
25664,0.0,0.0,0.0
25665,0.0,0.0,0.0
25666,1.0,1.0,0.0
25667,0.0,0.0,0.0
25668,1.0,3.0,2.0
25669,1.0,1.0,0.0
25670,0.0,0.0,0.0
25671,0.0,0.0,0.0
25672,2.0,3.0,1.0
25673,4.0,6.0,2.0
25674,3.0,3.0,0.0
25675,0.0,0.0,0.0
25676,5.0,5.0,0.0
25677,0.0,0.0,0.0
25678,47.0,145.0,98.0
25679,5.0,9.0,4.0
25680,18.0,34.0,16.0
25681,10.0,19.0,9.0
25682,13.0,18.0,5.0
25683,9.0,29.0,20.0
25684,3.0,3.0,0.0
25685,0.0,2.0,2.0
25686,17.0,33.0,16.0
25687,13.0,35.0,22.0
25688,2.0,5.0,3.0
25689,23.0,45.0,22.0
25690,64.0,122.0,58.0
25691,3.0,3.0,0.0
25692,50.0,119.0,69.0
25693,4.0,14.0,10.0
25694,0.0,2.0,2.0
25695,23.0,67.0,44.0
25696,3.0,6.0,3.0
25697,13.0,36.0,23.0
25698,2.0,7.0,5.0
25699,3.0,7.0,4.0
25700,6.0,21.0,15.0
25701,49.0,130.0,81.0
25702,22.0,50.0,28.0
25703,1.0,1.0,0.0
25704,11.0,27.0,16.0
25705,3.0,5.0,2.0
25706,4.0,11.0,7.0
25707,6.0,8.0,2.0
25708,23.0,36.0,13.0
25709,5.0,8.0,3.0
25710,2.0,3.0,1.0
25711,10.0,15.0,5.0
25712,17.0,32.0,15.0
25713,17.0,38.0,21.0
25714,16.0,40.0,24.0
25715,48.0,91.0,43.0
25716,4.0,5.0,1.0
25717,25.0,48.0,23.0
25718,10.0,18.0,8.0
25719,7.0,11.0,4.0
25720,6.0,8.0,2.0
25721,2.0,10.0,8.0
25722,1.0,5.0,4.0
25723,12.0,25.0,13.0
25724,11.0,18.0,7.0
25725,7.0,11.0,4.0
25726,28.0,53.0,25.0
25727,7.0,10.0,3.0
25728,18.0,31.0,13.0
25729,20.0,52.0,32.0
25730,7.0,13.0,6.0
25731,13.0,35.0,22.0
25732,15.0,34.0,19.0
25733,12.0,38.0,26.0
25734,8.0,16.0,8.0
25735,26.0,42.0,16.0
25736,29.0,78.0,49.0
25737,34.0,74.0,40.0
25738,17.0,25.0,8.0
25739,14.0,45.0,31.0
25740,18.0,33.0,15.0
25741,3.0,11.0,8.0
25742,19.0,30.0,11.0
25743,15.0,22.0,7.0
25744,39.0,80.0,41.0
25745,3.0,4.0,1.0
25746,9.0,26.0,17.0
25747,9.0,30.0,21.0
25748,22.0,47.0,25.0
25749,4.0,6.0,2.0
25750,2.0,5.0,3.0
25751,19.0,27.0,8.0
25752,26.0,45.0,19.0
25753,15.0,25.0,10.0
25754,0.0,1.0,1.0
25755,19.0,32.0,13.0
25756,32.0,52.0,20.0
25757,8.0,14.0,6.0
25758,15.0,45.0,30.0
25759,5.0,8.0,3.0
25760,9.0,11.0,2.0
25761,18.0,29.0,11.0
25762,3.0,3.0,0.0
25763,5.0,6.0,1.0
25764,34.0,66.0,32.0
25765,47.0,74.0,27.0
25766,11.0,14.0,3.0
25767,8.0,10.0,2.0
25768,21.0,47.0,26.0
25769,0.0,0.0,0.0
25770,5.0,10.0,5.0
25771,7.0,8.0,1.0
25772,1.0,1.0,0.0
25773,13.0,17.0,4.0
25774,9.0,14.0,5.0
25775,14.0,22.0,8.0
25776,3.0,4.0,1.0
25777,38.0,58.0,20.0
25778,3.0,7.0,4.0
25779,5.0,5.0,0.0
25780,4.0,5.0,1.0
25781,14.0,24.0,10.0
25782,19.0,26.0,7.0
25783,2.0,3.0,1.0
25784,10.0,24.0,14.0
25785,10.0,16.0,6.0
25786,5.0,16.0,11.0
25787,6.0,10.0,4.0
25788,3.0,7.0,4.0
25789,0.0,2.0,2.0
25790,8.0,15.0,7.0
25791,2.0,2.0,0.0
25792,12.0,22.0,10.0
25793,5.0,11.0,6.0
25794,4.0,5.0,1.0
25795,2.0,3.0,1.0
25796,6.0,19.0,13.0
25797,8.0,11.0,3.0
25798,3.0,4.0,1.0
25799,0.0,2.0,2.0
25800,0.0,1.0,1.0
25801,6.0,9.0,3.0
25802,0.0,1.0,1.0
25803,2.0,3.0,1.0
25804,12.0,17.0,5.0
25805,0.0,0.0,0.0
25806,8.0,11.0,3.0
25807,1.0,1.0,0.0
25808,1.0,1.0,0.0
25809,1.0,1.0,0.0
25810,1.0,1.0,0.0
25811,2.0,4.0,2.0
25812,69.0,154.0,85.0
25813,51.0,115.0,64.0
25814,6.0,11.0,5.0
25815,8.0,16.0,8.0
25816,2.0,5.0,3.0
25817,6.0,12.0,6.0
25818,0.0,0.0,0.0
25819,6.0,6.0,0.0
25820,1.0,1.0,0.0
25821,3.0,3.0,0.0
25822,17.0,35.0,18.0
25823,18.0,25.0,7.0
25824,17.0,32.0,15.0
25825,5.0,12.0,7.0
25826,18.0,27.0,9.0
25827,3.0,5.0,2.0
25828,2.0,2.0,0.0
25829,24.0,46.0,22.0
25830,13.0,32.0,19.0
25831,1.0,1.0,0.0
25832,2.0,3.0,1.0
25833,36.0,83.0,47.0
25834,0.0,0.0,0.0
25835,22.0,42.0,20.0
25836,2.0,5.0,3.0
25837,4.0,7.0,3.0
25838,4.0,10.0,6.0
25839,8.0,11.0,3.0
25840,6.0,9.0,3.0
25841,1.0,2.0,1.0
25842,2.0,2.0,0.0
25843,18.0,39.0,21.0
25844,13.0,18.0,5.0
25845,4.0,8.0,4.0
25846,17.0,31.0,14.0
25847,9.0,11.0,2.0
25848,7.0,20.0,13.0
25849,30.0,76.0,46.0
25850,1.0,2.0,1.0
25851,12.0,22.0,10.0
25852,23.0,34.0,11.0
25853,5.0,15.0,10.0
25854,22.0,47.0,25.0
25855,47.0,96.0,49.0
25856,9.0,21.0,12.0
25857,3.0,5.0,2.0
25858,1.0,1.0,0.0
25859,4.0,5.0,1.0
25860,2.0,8.0,6.0
25861,6.0,12.0,6.0
25862,28.0,49.0,21.0
25863,48.0,78.0,30.0
25864,20.0,43.0,23.0
25865,7.0,9.0,2.0
25866,9.0,20.0,11.0
25867,3.0,5.0,2.0
25868,17.0,27.0,10.0
25869,25.0,40.0,15.0
25870,49.0,113.0,64.0
25871,27.0,56.0,29.0
25872,14.0,28.0,14.0
25873,2.0,6.0,4.0
25874,3.0,3.0,0.0
25875,49.0,88.0,39.0
25876,6.0,10.0,4.0
25877,52.0,122.0,70.0
25878,41.0,72.0,31.0
25879,3.0,3.0,0.0
25880,26.0,44.0,18.0
25881,1.0,1.0,0.0
25882,61.0,103.0,42.0
25883,0.0,0.0,0.0
25884,19.0,33.0,14.0
25885,9.0,29.0,20.0
25886,9.0,11.0,2.0
25887,5.0,8.0,3.0
25888,18.0,35.0,17.0
25889,19.0,41.0,22.0
25890,40.0,84.0,44.0
25891,3.0,6.0,3.0
25892,17.0,36.0,19.0
25893,18.0,41.0,23.0
25894,14.0,28.0,14.0
25895,31.0,70.0,39.0
25896,10.0,14.0,4.0
25897,2.0,4.0,2.0
25898,18.0,35.0,17.0
25899,3.0,7.0,4.0
25900,9.0,18.0,9.0
25901,2.0,8.0,6.0
25902,11.0,15.0,4.0
25903,10.0,25.0,15.0
25904,6.0,11.0,5.0
25905,1.0,2.0,1.0
25906,10.0,21.0,11.0
25907,7.0,19.0,12.0
25908,25.0,50.0,25.0
25909,41.0,83.0,42.0
25910,28.0,36.0,8.0
25911,2.0,2.0,0.0
25912,60.0,116.0,56.0
25913,17.0,38.0,21.0
25914,10.0,17.0,7.0
25915,12.0,18.0,6.0
25916,17.0,28.0,11.0
25917,4.0,10.0,6.0
25918,2.0,2.0,0.0
25919,21.0,60.0,39.0
25920,6.0,24.0,18.0
25921,17.0,40.0,23.0
25922,1.0,3.0,2.0
25923,1.0,5.0,4.0
25924,27.0,37.0,10.0
25925,4.0,10.0,6.0
25926,24.0,53.0,29.0
25927,19.0,38.0,19.0
25928,12.0,21.0,9.0
25929,4.0,14.0,10.0
25930,8.0,10.0,2.0
25931,0.0,1.0,1.0
25932,12.0,27.0,15.0
25933,3.0,7.0,4.0
25934,1.0,1.0,0.0
25935,2.0,4.0,2.0
25936,0.0,0.0,0.0
25937,0.0,1.0,1.0
25938,0.0,2.0,2.0
25939,4.0,6.0,2.0
25940,2.0,2.0,0.0
25941,1.0,5.0,4.0
25942,3.0,4.0,1.0
25943,0.0,2.0,2.0
25944,2.0,2.0,0.0
25945,0.0,1.0,1.0
25946,1.0,2.0,1.0
25947,1.0,1.0,0.0
25948,0.0,1.0,1.0
25949,0.0,0.0,0.0
25950,4.0,7.0,3.0
25951,0.0,1.0,1.0
25952,2.0,2.0,0.0
25953,4.0,4.0,0.0
25954,0.0,1.0,1.0
25955,0.0,1.0,1.0
25956,0.0,0.0,0.0
25957,0.0,0.0,0.0
25958,1.0,2.0,1.0
25959,3.0,4.0,1.0
25960,1.0,3.0,2.0
25961,57.0,142.0,85.0
25962,11.0,15.0,4.0
25963,50.0,144.0,94.0
25964,24.0,41.0,17.0
25965,1.0,3.0,2.0
25966,10.0,21.0,11.0
25967,12.0,31.0,19.0
25968,1.0,1.0,0.0
25969,69.0,138.0,69.0
25970,17.0,28.0,11.0
25971,6.0,12.0,6.0
25972,20.0,29.0,9.0
25973,23.0,78.0,55.0
25974,29.0,57.0,28.0
25975,11.0,21.0,10.0
25976,25.0,34.0,9.0
25977,10.0,22.0,12.0
25978,23.0,67.0,44.0
25979,1.0,3.0,2.0
25980,11.0,26.0,15.0
25981,8.0,31.0,23.0
25982,13.0,29.0,16.0
25983,60.0,132.0,72.0
25984,6.0,7.0,1.0
25985,10.0,17.0,7.0
25986,44.0,66.0,22.0
25987,24.0,50.0,26.0
25988,19.0,30.0,11.0
25989,24.0,49.0,25.0
25990,1.0,2.0,1.0
25991,24.0,55.0,31.0
25992,51.0,96.0,45.0
25993,10.0,23.0,13.0
25994,2.0,5.0,3.0
25995,1.0,1.0,0.0
25996,3.0,7.0,4.0
25997,13.0,27.0,14.0
25998,18.0,52.0,34.0
25999,10.0,30.0,20.0
26000,46.0,100.0,54.0
26001,20.0,42.0,22.0
26002,41.0,110.0,69.0
26003,13.0,19.0,6.0
26004,2.0,3.0,1.0
26005,15.0,17.0,2.0
26006,13.0,31.0,18.0
26007,7.0,12.0,5.0
26008,18.0,27.0,9.0
26009,15.0,23.0,8.0
26010,47.0,117.0,70.0
26011,4.0,7.0,3.0
26012,0.0,0.0,0.0
26013,28.0,56.0,28.0
26014,6.0,10.0,4.0
26015,7.0,10.0,3.0
26016,3.0,14.0,11.0
26017,10.0,38.0,28.0
26018,68.0,142.0,74.0
26019,71.0,141.0,70.0
26020,20.0,32.0,12.0
26021,29.0,39.0,10.0
26022,28.0,70.0,42.0
26023,0.0,2.0,2.0
26024,31.0,62.0,31.0
26025,24.0,61.0,37.0
26026,22.0,57.0,35.0
26027,12.0,31.0,19.0
26028,24.0,37.0,13.0
26029,15.0,28.0,13.0
26030,3.0,7.0,4.0
26031,40.0,66.0,26.0
26032,12.0,22.0,10.0
26033,4.0,9.0,5.0
26034,28.0,37.0,9.0
26035,6.0,10.0,4.0
26036,2.0,6.0,4.0
26037,14.0,35.0,21.0
26038,47.0,80.0,33.0
26039,20.0,29.0,9.0
26040,11.0,20.0,9.0
26041,2.0,8.0,6.0
26042,6.0,9.0,3.0
26043,9.0,15.0,6.0
26044,0.0,1.0,1.0
26045,5.0,7.0,2.0
26046,0.0,6.0,6.0
26047,28.0,52.0,24.0
26048,13.0,18.0,5.0
26049,7.0,16.0,9.0
26050,1.0,3.0,2.0
26051,55.0,128.0,73.0
26052,8.0,19.0,11.0
26053,58.0,96.0,38.0
26054,39.0,89.0,50.0
26055,8.0,16.0,8.0
26056,23.0,40.0,17.0
26057,5.0,13.0,8.0
26058,1.0,5.0,4.0
26059,5.0,16.0,11.0
26060,2.0,2.0,0.0
26061,23.0,29.0,6.0
26062,5.0,11.0,6.0
26063,34.0,65.0,31.0
26064,1.0,1.0,0.0
26065,2.0,2.0,0.0
26066,2.0,8.0,6.0
26067,5.0,16.0,11.0
26068,3.0,11.0,8.0
26069,7.0,10.0,3.0
26070,3.0,4.0,1.0
26071,4.0,12.0,8.0
26072,4.0,8.0,4.0
26073,2.0,4.0,2.0
26074,7.0,17.0,10.0
26075,2.0,3.0,1.0
26076,8.0,25.0,17.0
26077,5.0,8.0,3.0
26078,1.0,2.0,1.0
26079,4.0,9.0,5.0
26080,10.0,14.0,4.0
26081,5.0,5.0,0.0
26082,2.0,2.0,0.0
26083,1.0,1.0,0.0
26084,2.0,4.0,2.0
26085,3.0,11.0,8.0
26086,5.0,6.0,1.0
26087,2.0,2.0,0.0
26088,5.0,6.0,1.0
26089,0.0,0.0,0.0
26090,4.0,5.0,1.0
26091,0.0,1.0,1.0
26092,0.0,1.0,1.0
26093,0.0,7.0,7.0
26094,0.0,1.0,1.0
26095,2.0,2.0,0.0
26096,2.0,6.0,4.0
26097,4.0,4.0,0.0
26098,0.0,1.0,1.0
26099,2.0,6.0,4.0
26100,5.0,7.0,2.0
26101,1.0,5.0,4.0
26102,12.0,59.0,47.0
26103,5.0,8.0,3.0
26104,2.0,7.0,5.0
26105,25.0,44.0,19.0
26106,0.0,3.0,3.0
26107,7.0,13.0,6.0
26108,48.0,135.0,87.0
26109,17.0,37.0,20.0
26110,9.0,15.0,6.0
26111,2.0,7.0,5.0
26112,3.0,5.0,2.0
26113,19.0,39.0,20.0
26114,5.0,7.0,2.0
26115,2.0,6.0,4.0
26116,13.0,25.0,12.0
26117,11.0,17.0,6.0
26118,6.0,12.0,6.0
26119,3.0,8.0,5.0
26120,0.0,1.0,1.0
26121,0.0,1.0,1.0
26122,3.0,3.0,0.0
26123,36.0,77.0,41.0
26124,36.0,104.0,68.0
26125,3.0,3.0,0.0
26126,13.0,26.0,13.0
26127,0.0,3.0,3.0
26128,30.0,79.0,49.0
26129,18.0,39.0,21.0
26130,11.0,17.0,6.0
26131,13.0,18.0,5.0
26132,1.0,2.0,1.0
26133,19.0,31.0,12.0
26134,9.0,15.0,6.0
26135,24.0,46.0,22.0
26136,36.0,72.0,36.0
26137,11.0,30.0,19.0
26138,5.0,13.0,8.0
26139,2.0,4.0,2.0
26140,0.0,0.0,0.0
26141,4.0,6.0,2.0
26142,20.0,33.0,13.0
26143,2.0,13.0,11.0
26144,19.0,41.0,22.0
26145,6.0,6.0,0.0
26146,26.0,42.0,16.0
26147,3.0,6.0,3.0
26148,25.0,45.0,20.0
26149,19.0,28.0,9.0
26150,12.0,17.0,5.0
26151,18.0,29.0,11.0
26152,0.0,2.0,2.0
26153,1.0,4.0,3.0
26154,7.0,17.0,10.0
26155,2.0,2.0,0.0
26156,31.0,60.0,29.0
26157,37.0,72.0,35.0
26158,9.0,15.0,6.0
26159,2.0,2.0,0.0
26160,4.0,5.0,1.0
26161,7.0,14.0,7.0
26162,25.0,42.0,17.0
26163,11.0,14.0,3.0
26164,15.0,23.0,8.0
26165,3.0,3.0,0.0
26166,38.0,72.0,34.0
26167,20.0,30.0,10.0
26168,13.0,36.0,23.0
26169,4.0,9.0,5.0
26170,3.0,7.0,4.0
26171,5.0,17.0,12.0
26172,12.0,20.0,8.0
26173,2.0,11.0,9.0
26174,2.0,3.0,1.0
26175,3.0,5.0,2.0
26176,16.0,25.0,9.0
26177,4.0,11.0,7.0
26178,10.0,15.0,5.0
26179,20.0,48.0,28.0
26180,5.0,9.0,4.0
26181,33.0,56.0,23.0
26182,20.0,37.0,17.0
26183,23.0,48.0,25.0
26184,5.0,8.0,3.0
26185,2.0,2.0,0.0
26186,0.0,1.0,1.0
26187,10.0,20.0,10.0
26188,7.0,15.0,8.0
26189,17.0,24.0,7.0
26190,0.0,2.0,2.0
26191,0.0,0.0,0.0
26192,1.0,1.0,0.0
26193,3.0,3.0,0.0
26194,12.0,15.0,3.0
26195,3.0,9.0,6.0
26196,1.0,2.0,1.0
26197,3.0,3.0,0.0
26198,11.0,16.0,5.0
26199,2.0,5.0,3.0
26200,0.0,0.0,0.0
26201,7.0,11.0,4.0
26202,1.0,2.0,1.0
26203,1.0,3.0,2.0
26204,0.0,4.0,4.0
26205,6.0,12.0,6.0
26206,0.0,0.0,0.0
26207,1.0,2.0,1.0
26208,5.0,10.0,5.0
26209,0.0,3.0,3.0
26210,10.0,13.0,3.0
26211,3.0,3.0,0.0
26212,0.0,1.0,1.0
26213,0.0,0.0,0.0
26214,2.0,4.0,2.0
26215,0.0,0.0,0.0
26216,9.0,17.0,8.0
26217,2.0,3.0,1.0
26218,3.0,3.0,0.0
26219,0.0,0.0,0.0
26220,1.0,1.0,0.0
26221,2.0,4.0,2.0
26222,0.0,0.0,0.0
26223,0.0,1.0,1.0
26224,5.0,6.0,1.0
26225,2.0,2.0,0.0
26226,5.0,11.0,6.0
26227,6.0,10.0,4.0
26228,2.0,2.0,0.0
26229,4.0,10.0,6.0
26230,1.0,3.0,2.0
26231,0.0,0.0,0.0
26232,0.0,0.0,0.0
26233,3.0,5.0,2.0
26234,0.0,0.0,0.0
26235,1.0,5.0,4.0
26236,12.0,20.0,8.0
26237,0.0,1.0,1.0
26238,14.0,26.0,12.0
26239,1.0,3.0,2.0
26240,30.0,77.0,47.0
26241,9.0,28.0,19.0
26242,9.0,15.0,6.0
26243,1.0,3.0,2.0
26244,23.0,29.0,6.0
26245,0.0,0.0,0.0
26246,2.0,2.0,0.0
26247,0.0,0.0,0.0
26248,30.0,68.0,38.0
26249,7.0,10.0,3.0
26250,26.0,50.0,24.0
26251,11.0,21.0,10.0
26252,1.0,1.0,0.0
26253,13.0,24.0,11.0
26254,1.0,6.0,5.0
26255,23.0,49.0,26.0
26256,15.0,24.0,9.0
26257,0.0,0.0,0.0
26258,15.0,38.0,23.0
26259,42.0,67.0,25.0
26260,10.0,14.0,4.0
26261,0.0,0.0,0.0
26262,19.0,23.0,4.0
26263,5.0,9.0,4.0
26264,0.0,0.0,0.0
26265,9.0,15.0,6.0
26266,49.0,91.0,42.0
26267,20.0,29.0,9.0
26268,6.0,14.0,8.0
26269,8.0,13.0,5.0
26270,4.0,6.0,2.0
26271,13.0,24.0,11.0
26272,2.0,3.0,1.0
26273,2.0,3.0,1.0
26274,8.0,10.0,2.0
26275,3.0,7.0,4.0
26276,1.0,5.0,4.0
26277,7.0,13.0,6.0
26278,2.0,12.0,10.0
26279,6.0,15.0,9.0
26280,12.0,19.0,7.0
26281,5.0,9.0,4.0
26282,0.0,0.0,0.0
26283,15.0,35.0,20.0
26284,12.0,41.0,29.0
26285,3.0,17.0,14.0
26286,11.0,20.0,9.0
26287,28.0,63.0,35.0
26288,34.0,62.0,28.0
26289,31.0,62.0,31.0
26290,10.0,16.0,6.0
26291,15.0,30.0,15.0
26292,6.0,11.0,5.0
26293,6.0,9.0,3.0
26294,4.0,10.0,6.0
26295,11.0,19.0,8.0
26296,12.0,19.0,7.0
26297,0.0,1.0,1.0
26298,1.0,2.0,1.0
26299,2.0,6.0,4.0
26300,18.0,34.0,16.0
26301,21.0,40.0,19.0
26302,3.0,3.0,0.0
26303,10.0,15.0,5.0
26304,8.0,10.0,2.0
26305,16.0,20.0,4.0
26306,0.0,0.0,0.0
26307,7.0,14.0,7.0
26308,1.0,2.0,1.0
26309,3.0,5.0,2.0
26310,12.0,20.0,8.0
26311,7.0,18.0,11.0
26312,0.0,1.0,1.0
26313,5.0,6.0,1.0
26314,9.0,17.0,8.0
26315,5.0,12.0,7.0
26316,5.0,21.0,16.0
26317,0.0,4.0,4.0
26318,0.0,1.0,1.0
26319,3.0,4.0,1.0
26320,0.0,0.0,0.0
26321,2.0,3.0,1.0
26322,7.0,8.0,1.0
26323,0.0,1.0,1.0
26324,9.0,23.0,14.0
26325,2.0,3.0,1.0
26326,1.0,2.0,1.0
26327,1.0,1.0,0.0
26328,18.0,33.0,15.0
26329,10.0,20.0,10.0
26330,0.0,0.0,0.0
26331,2.0,22.0,20.0
26332,4.0,7.0,3.0
26333,13.0,29.0,16.0
26334,1.0,2.0,1.0
26335,8.0,27.0,19.0
26336,12.0,30.0,18.0
26337,10.0,16.0,6.0
26338,14.0,17.0,3.0
26339,4.0,5.0,1.0
26340,3.0,3.0,0.0
26341,14.0,26.0,12.0
26342,0.0,0.0,0.0
26343,0.0,1.0,1.0
26344,1.0,1.0,0.0
26345,0.0,5.0,5.0
26346,1.0,3.0,2.0
26347,4.0,7.0,3.0
26348,3.0,3.0,0.0
26349,0.0,0.0,0.0
26350,0.0,1.0,1.0
26351,3.0,5.0,2.0
26352,0.0,0.0,0.0
26353,1.0,2.0,1.0
26354,1.0,1.0,0.0
26355,2.0,4.0,2.0
26356,0.0,0.0,0.0
26357,0.0,0.0,0.0
26358,5.0,6.0,1.0
26359,4.0,5.0,1.0
26360,1.0,2.0,1.0
26361,9.0,13.0,4.0
26362,1.0,2.0,1.0
26363,1.0,1.0,0.0
26364,5.0,6.0,1.0
26365,10.0,15.0,5.0
26366,2.0,5.0,3.0
26367,3.0,15.0,12.0
26368,6.0,7.0,1.0
26369,16.0,20.0,4.0
26370,1.0,3.0,2.0
26371,9.0,18.0,9.0
26372,9.0,15.0,6.0
26373,2.0,3.0,1.0
26374,3.0,5.0,2.0
26375,15.0,23.0,8.0
26376,6.0,11.0,5.0
26377,1.0,1.0,0.0
26378,0.0,0.0,0.0
26379,3.0,10.0,7.0
26380,3.0,10.0,7.0
26381,1.0,9.0,8.0
26382,1.0,4.0,3.0
26383,10.0,32.0,22.0
26384,4.0,11.0,7.0
26385,5.0,6.0,1.0
26386,9.0,17.0,8.0
26387,2.0,8.0,6.0
26388,23.0,46.0,23.0
26389,10.0,14.0,4.0
26390,9.0,16.0,7.0
26391,2.0,13.0,11.0
26392,24.0,63.0,39.0
26393,3.0,8.0,5.0
26394,5.0,17.0,12.0
26395,7.0,12.0,5.0
26396,15.0,23.0,8.0
26397,2.0,2.0,0.0
26398,5.0,7.0,2.0
26399,2.0,2.0,0.0
26400,19.0,41.0,22.0
26401,24.0,53.0,29.0
26402,15.0,30.0,15.0
26403,3.0,5.0,2.0
26404,19.0,41.0,22.0
26405,7.0,14.0,7.0
26406,7.0,20.0,13.0
26407,29.0,47.0,18.0
26408,1.0,2.0,1.0
26409,6.0,8.0,2.0
26410,28.0,84.0,56.0
26411,2.0,4.0,2.0
26412,27.0,42.0,15.0
26413,1.0,3.0,2.0
26414,4.0,6.0,2.0
26415,10.0,12.0,2.0
26416,3.0,4.0,1.0
26417,14.0,22.0,8.0
26418,16.0,32.0,16.0
26419,13.0,32.0,19.0
26420,0.0,7.0,7.0
26421,28.0,57.0,29.0
26422,3.0,4.0,1.0
26423,8.0,25.0,17.0
26424,19.0,34.0,15.0
26425,29.0,70.0,41.0
26426,14.0,22.0,8.0
26427,17.0,32.0,15.0
26428,23.0,41.0,18.0
26429,26.0,63.0,37.0
26430,12.0,22.0,10.0
26431,3.0,6.0,3.0
26432,4.0,10.0,6.0
26433,3.0,12.0,9.0
26434,7.0,15.0,8.0
26435,34.0,71.0,37.0
26436,3.0,6.0,3.0
26437,48.0,82.0,34.0
26438,11.0,28.0,17.0
26439,8.0,19.0,11.0
26440,13.0,31.0,18.0
26441,6.0,8.0,2.0
26442,2.0,2.0,0.0
26443,5.0,6.0,1.0
26444,0.0,0.0,0.0
26445,51.0,102.0,51.0
26446,4.0,7.0,3.0
26447,2.0,5.0,3.0
26448,15.0,22.0,7.0
26449,1.0,1.0,0.0
26450,5.0,11.0,6.0
26451,4.0,5.0,1.0
26452,4.0,10.0,6.0
26453,18.0,42.0,24.0
26454,7.0,12.0,5.0
26455,6.0,9.0,3.0
26456,0.0,1.0,1.0
26457,2.0,4.0,2.0
26458,9.0,14.0,5.0
26459,2.0,2.0,0.0
26460,7.0,12.0,5.0
26461,8.0,12.0,4.0
26462,0.0,2.0,2.0
26463,0.0,0.0,0.0
26464,7.0,10.0,3.0
26465,18.0,32.0,14.0
26466,2.0,3.0,1.0
26467,0.0,0.0,0.0
26468,1.0,2.0,1.0
26469,1.0,1.0,0.0
26470,16.0,25.0,9.0
26471,0.0,2.0,2.0
26472,5.0,7.0,2.0
26473,8.0,8.0,0.0
26474,2.0,2.0,0.0
26475,6.0,7.0,1.0
26476,1.0,1.0,0.0
26477,3.0,3.0,0.0
26478,5.0,6.0,1.0
26479,2.0,3.0,1.0
26480,6.0,10.0,4.0
26481,0.0,1.0,1.0
26482,3.0,6.0,3.0
26483,1.0,1.0,0.0
26484,0.0,1.0,1.0
26485,1.0,1.0,0.0
26486,4.0,11.0,7.0
26487,4.0,5.0,1.0
26488,6.0,9.0,3.0
26489,7.0,11.0,4.0
26490,2.0,2.0,0.0
26491,0.0,0.0,0.0
26492,2.0,3.0,1.0
26493,5.0,10.0,5.0
26494,1.0,4.0,3.0
26495,2.0,5.0,3.0
26496,1.0,3.0,2.0
26497,0.0,0.0,0.0
26498,0.0,0.0,0.0
26499,7.0,12.0,5.0
26500,0.0,1.0,1.0
26501,11.0,36.0,25.0
26502,4.0,7.0,3.0
26503,1.0,2.0,1.0
26504,10.0,14.0,4.0
26505,6.0,18.0,12.0
26506,12.0,17.0,5.0
26507,12.0,35.0,23.0
26508,4.0,13.0,9.0
26509,22.0,63.0,41.0
26510,3.0,6.0,3.0
26511,0.0,0.0,0.0
26512,7.0,15.0,8.0
26513,14.0,32.0,18.0
26514,28.0,41.0,13.0
26515,25.0,70.0,45.0
26516,15.0,27.0,12.0
26517,28.0,79.0,51.0
26518,14.0,26.0,12.0
26519,0.0,0.0,0.0
26520,20.0,49.0,29.0
26521,19.0,43.0,24.0
26522,2.0,3.0,1.0
26523,7.0,10.0,3.0
26524,18.0,26.0,8.0
26525,63.0,136.0,73.0
26526,6.0,18.0,12.0
26527,2.0,3.0,1.0
26528,8.0,29.0,21.0
26529,14.0,32.0,18.0
26530,17.0,34.0,17.0
26531,10.0,32.0,22.0
26532,1.0,2.0,1.0
26533,5.0,13.0,8.0
26534,1.0,1.0,0.0
26535,21.0,42.0,21.0
26536,24.0,48.0,24.0
26537,10.0,14.0,4.0
26538,0.0,0.0,0.0
26539,13.0,19.0,6.0
26540,9.0,22.0,13.0
26541,18.0,33.0,15.0
26542,6.0,13.0,7.0
26543,7.0,16.0,9.0
26544,9.0,18.0,9.0
26545,31.0,77.0,46.0
26546,6.0,8.0,2.0
26547,17.0,29.0,12.0
26548,18.0,35.0,17.0
26549,11.0,23.0,12.0
26550,22.0,44.0,22.0
26551,28.0,45.0,17.0
26552,23.0,53.0,30.0
26553,26.0,44.0,18.0
26554,15.0,32.0,17.0
26555,27.0,67.0,40.0
26556,0.0,1.0,1.0
26557,7.0,18.0,11.0
26558,1.0,2.0,1.0
26559,12.0,25.0,13.0
26560,16.0,31.0,15.0
26561,1.0,1.0,0.0
26562,12.0,27.0,15.0
26563,19.0,38.0,19.0
26564,0.0,0.0,0.0
26565,21.0,43.0,22.0
26566,11.0,15.0,4.0
26567,2.0,2.0,0.0
26568,1.0,1.0,0.0
26569,3.0,4.0,1.0
26570,0.0,0.0,0.0
26571,9.0,20.0,11.0
26572,8.0,19.0,11.0
26573,12.0,21.0,9.0
26574,0.0,0.0,0.0
26575,7.0,17.0,10.0
