ID,tackleWonTotal,tackleTotalAttempted,challengeLost
22948,1.0,3.0,2.0
22949,2.0,2.0,0.0
22950,2.0,4.0,2.0
22951,0.0,0.0,0.0
22952,3.0,3.0,0.0
22953,4.0,6.0,2.0
22954,1.0,2.0,1.0
22955,17.0,24.0,7.0
22956,2.0,4.0,2.0
22957,7.0,9.0,2.0
22958,13.0,16.0,3.0
22959,0.0,0.0,0.0
22960,2.0,4.0,2.0
22961,4.0,7.0,3.0
22962,7.0,12.0,5.0
22963,2.0,4.0,2.0
22964,4.0,5.0,1.0
22965,36.0,73.0,37.0
22966,16.0,25.0,9.0
22967,13.0,18.0,5.0
22968,10.0,16.0,6.0
22969,0.0,0.0,0.0
22970,17.0,31.0,14.0
22971,16.0,28.0,12.0
22972,1.0,1.0,0.0
22973,5.0,9.0,4.0
22974,4.0,5.0,1.0
22975,3.0,8.0,5.0
22976,7.0,12.0,5.0
22977,5.0,5.0,0.0
22978,3.0,5.0,2.0
22979,0.0,0.0,0.0
22980,4.0,6.0,2.0
22981,3.0,5.0,2.0
22982,9.0,18.0,9.0
22983,7.0,18.0,11.0
22984,1.0,7.0,6.0
22985,14.0,24.0,10.0
22986,3.0,9.0,6.0
22987,5.0,5.0,0.0
22988,9.0,10.0,1.0
22989,5.0,12.0,7.0
22990,10.0,19.0,9.0
22991,1.0,1.0,0.0
22992,1.0,2.0,1.0
22993,13.0,17.0,4.0
22994,1.0,4.0,3.0
22995,10.0,19.0,9.0
22996,8.0,16.0,8.0
22997,1.0,1.0,0.0
22998,5.0,9.0,4.0
22999,0.0,1.0,1.0
23000,0.0,2.0,2.0
23001,15.0,29.0,14.0
23002,1.0,1.0,0.0
23003,6.0,14.0,8.0
23004,0.0,3.0,3.0
23005,1.0,2.0,1.0
23006,5.0,6.0,1.0
23007,5.0,7.0,2.0
23008,6.0,7.0,1.0
23009,2.0,2.0,0.0
23010,0.0,0.0,0.0
23011,0.0,0.0,0.0
23012,1.0,1.0,0.0
23013,1.0,2.0,1.0
23014,3.0,5.0,2.0
23015,0.0,2.0,2.0
23016,1.0,1.0,0.0
23017,2.0,2.0,0.0
23018,3.0,3.0,0.0
23019,3.0,6.0,3.0
23020,0.0,1.0,1.0
23021,0.0,0.0,0.0
23022,0.0,0.0,0.0
23023,2.0,4.0,2.0
23024,1.0,1.0,0.0
23025,1.0,3.0,2.0
23026,3.0,5.0,2.0
23027,0.0,4.0,4.0
23028,0.0,0.0,0.0
23029,1.0,2.0,1.0
23030,0.0,0.0,0.0
23031,0.0,0.0,0.0
23032,1.0,3.0,2.0
23033,1.0,3.0,2.0
23034,0.0,4.0,4.0
23035,0.0,1.0,1.0
23036,0.0,0.0,0.0
23037,2.0,4.0,2.0
23038,1.0,3.0,2.0
23039,1.0,1.0,0.0
23040,0.0,0.0,0.0
23041,1.0,3.0,2.0
23042,7.0,7.0,0.0
23043,1.0,1.0,0.0
23044,2.0,3.0,1.0
23045,21.0,32.0,11.0
23046,2.0,4.0,2.0
23047,0.0,1.0,1.0
23048,3.0,4.0,1.0
23049,2.0,5.0,3.0
23050,4.0,6.0,2.0
23051,18.0,31.0,13.0
23052,0.0,1.0,1.0
23053,2.0,4.0,2.0
23054,7.0,10.0,3.0
23055,0.0,1.0,1.0
23056,9.0,18.0,9.0
23057,1.0,1.0,0.0
23058,0.0,2.0,2.0
23059,1.0,1.0,0.0
23060,20.0,43.0,23.0
23061,2.0,3.0,1.0
23062,3.0,5.0,2.0
23063,6.0,10.0,4.0
23064,2.0,3.0,1.0
23065,5.0,8.0,3.0
23066,9.0,13.0,4.0
23067,3.0,3.0,0.0
23068,1.0,1.0,0.0
23069,6.0,17.0,11.0
23070,2.0,11.0,9.0
23071,9.0,13.0,4.0
23072,2.0,3.0,1.0
23073,19.0,38.0,19.0
23074,3.0,8.0,5.0
23075,2.0,5.0,3.0
23076,1.0,1.0,0.0
23077,5.0,8.0,3.0
23078,5.0,7.0,2.0
23079,2.0,4.0,2.0
23080,2.0,4.0,2.0
23081,1.0,1.0,0.0
23082,1.0,4.0,3.0
23083,0.0,2.0,2.0
23084,4.0,7.0,3.0
23085,1.0,1.0,0.0
23086,1.0,2.0,1.0
23087,0.0,0.0,0.0
23088,2.0,3.0,1.0
23089,1.0,1.0,0.0
23090,0.0,0.0,0.0
23091,2.0,2.0,0.0
23092,0.0,0.0,0.0
23093,0.0,1.0,1.0
23094,0.0,0.0,0.0
23095,0.0,1.0,1.0
23096,0.0,1.0,1.0
23097,1.0,1.0,0.0
23098,0.0,0.0,0.0
23099,0.0,1.0,1.0
23100,2.0,3.0,1.0
23101,3.0,3.0,0.0
23102,5.0,5.0,0.0
23103,10.0,13.0,3.0
23104,4.0,5.0,1.0
23105,3.0,3.0,0.0
23106,2.0,3.0,1.0
23107,10.0,16.0,6.0
23108,5.0,7.0,2.0
23109,4.0,5.0,1.0
23110,3.0,6.0,3.0
23111,5.0,6.0,1.0
23112,15.0,16.0,1.0
23113,4.0,4.0,0.0
23114,38.0,50.0,12.0
23115,2.0,2.0,0.0
23116,6.0,11.0,5.0
23117,2.0,4.0,2.0
23118,4.0,7.0,3.0
23119,2.0,3.0,1.0
23120,9.0,17.0,8.0
23121,7.0,10.0,3.0
23122,0.0,1.0,1.0
23123,21.0,24.0,3.0
23124,0.0,1.0,1.0
23125,36.0,45.0,9.0
23126,34.0,51.0,17.0
23127,3.0,4.0,1.0
23128,1.0,1.0,0.0
23129,6.0,10.0,4.0
23130,11.0,14.0,3.0
23131,3.0,7.0,4.0
23132,4.0,9.0,5.0
23133,42.0,55.0,13.0
23134,46.0,61.0,15.0
23135,6.0,12.0,6.0
23136,20.0,25.0,5.0
23137,13.0,24.0,11.0
23138,3.0,3.0,0.0
23139,3.0,3.0,0.0
23140,9.0,11.0,2.0
23141,1.0,1.0,0.0
23142,3.0,3.0,0.0
23143,34.0,53.0,19.0
23144,8.0,18.0,10.0
23145,4.0,4.0,0.0
23146,2.0,2.0,0.0
23147,7.0,9.0,2.0
23148,6.0,9.0,3.0
23149,0.0,0.0,0.0
23150,55.0,78.0,23.0
23151,4.0,4.0,0.0
23152,14.0,24.0,10.0
23153,3.0,4.0,1.0
23154,1.0,1.0,0.0
23155,14.0,17.0,3.0
23156,6.0,10.0,4.0
23157,11.0,14.0,3.0
23158,14.0,19.0,5.0
23159,2.0,2.0,0.0
23160,1.0,5.0,4.0
23161,0.0,0.0,0.0
23162,1.0,2.0,1.0
23163,2.0,2.0,0.0
23164,1.0,1.0,0.0
23165,0.0,2.0,2.0
23166,3.0,3.0,0.0
23167,0.0,0.0,0.0
23168,0.0,2.0,2.0
23169,3.0,4.0,1.0
23170,2.0,2.0,0.0
23171,5.0,5.0,0.0
23172,5.0,7.0,2.0
23173,2.0,2.0,0.0
23174,1.0,1.0,0.0
23175,0.0,0.0,0.0
23176,2.0,6.0,4.0
23177,0.0,0.0,0.0
23178,5.0,7.0,2.0
23179,1.0,1.0,0.0
23180,4.0,6.0,2.0
23181,1.0,1.0,0.0
23182,3.0,5.0,2.0
23183,0.0,2.0,2.0
23184,2.0,5.0,3.0
23185,2.0,4.0,2.0
23186,2.0,3.0,1.0
23187,1.0,1.0,0.0
23188,1.0,2.0,1.0
23189,0.0,0.0,0.0
23190,1.0,3.0,2.0
23191,1.0,1.0,0.0
23192,3.0,4.0,1.0
23193,4.0,4.0,0.0
23194,1.0,2.0,1.0
23195,1.0,1.0,0.0
23196,11.0,17.0,6.0
23197,13.0,16.0,3.0
23198,4.0,6.0,2.0
23199,6.0,9.0,3.0
23200,7.0,7.0,0.0
23201,2.0,7.0,5.0
23202,4.0,6.0,2.0
23203,0.0,0.0,0.0
23204,0.0,1.0,1.0
23205,3.0,3.0,0.0
23206,2.0,4.0,2.0
23207,4.0,4.0,0.0
23208,2.0,3.0,1.0
23209,7.0,16.0,9.0
23210,31.0,46.0,15.0
23211,8.0,12.0,4.0
23212,2.0,2.0,0.0
23213,11.0,16.0,5.0
23214,9.0,11.0,2.0
23215,2.0,3.0,1.0
23216,5.0,8.0,3.0
23217,2.0,2.0,0.0
23218,1.0,1.0,0.0
23219,5.0,6.0,1.0
23220,2.0,4.0,2.0
23221,13.0,19.0,6.0
23222,10.0,14.0,4.0
23223,5.0,5.0,0.0
23224,13.0,19.0,6.0
23225,7.0,12.0,5.0
23226,8.0,14.0,6.0
23227,8.0,13.0,5.0
23228,14.0,16.0,2.0
23229,9.0,10.0,1.0
23230,10.0,17.0,7.0
23231,1.0,2.0,1.0
23232,2.0,2.0,0.0
23233,6.0,10.0,4.0
23234,8.0,17.0,9.0
23235,4.0,8.0,4.0
23236,10.0,16.0,6.0
23237,1.0,3.0,2.0
23238,1.0,2.0,1.0
23239,2.0,2.0,0.0
23240,5.0,6.0,1.0
23241,7.0,12.0,5.0
23242,2.0,2.0,0.0
23243,3.0,4.0,1.0
23244,0.0,1.0,1.0
23245,1.0,1.0,0.0
23246,0.0,1.0,1.0
23247,1.0,2.0,1.0
23248,8.0,15.0,7.0
23249,3.0,4.0,1.0
23250,5.0,8.0,3.0
23251,1.0,1.0,0.0
23252,7.0,10.0,3.0
23253,3.0,4.0,1.0
23254,0.0,1.0,1.0
23255,0.0,1.0,1.0
23256,1.0,5.0,4.0
23257,1.0,5.0,4.0
23258,0.0,1.0,1.0
23259,0.0,1.0,1.0
23260,5.0,7.0,2.0
23261,6.0,13.0,7.0
23262,1.0,4.0,3.0
23263,0.0,0.0,0.0
23264,7.0,8.0,1.0
23265,6.0,11.0,5.0
23266,2.0,2.0,0.0
23267,5.0,8.0,3.0
23268,2.0,2.0,0.0
23269,0.0,1.0,1.0
23270,1.0,1.0,0.0
23271,1.0,1.0,0.0
23272,0.0,1.0,1.0
23273,2.0,3.0,1.0
23274,1.0,4.0,3.0
23275,3.0,8.0,5.0
23276,0.0,1.0,1.0
23277,0.0,1.0,1.0
23278,0.0,1.0,1.0
23279,1.0,1.0,0.0
23280,4.0,5.0,1.0
23281,0.0,0.0,0.0
23282,1.0,3.0,2.0
23283,2.0,2.0,0.0
23284,2.0,2.0,0.0
23285,0.0,2.0,2.0
23286,6.0,9.0,3.0
23287,5.0,7.0,2.0
23288,4.0,8.0,4.0
23289,4.0,8.0,4.0
23290,4.0,4.0,0.0
23291,0.0,1.0,1.0
23292,7.0,8.0,1.0
23293,9.0,17.0,8.0
23294,1.0,3.0,2.0
23295,5.0,10.0,5.0
23296,0.0,1.0,1.0
23297,11.0,15.0,4.0
23298,9.0,13.0,4.0
23299,1.0,3.0,2.0
23300,4.0,7.0,3.0
23301,5.0,12.0,7.0
23302,2.0,3.0,1.0
23303,4.0,5.0,1.0
23304,10.0,18.0,8.0
23305,4.0,4.0,0.0
23306,14.0,19.0,5.0
23307,6.0,8.0,2.0
23308,13.0,20.0,7.0
23309,4.0,7.0,3.0
23310,3.0,7.0,4.0
23311,24.0,33.0,9.0
23312,7.0,10.0,3.0
23313,5.0,12.0,7.0
23314,39.0,67.0,28.0
23315,0.0,0.0,0.0
23316,8.0,16.0,8.0
23317,2.0,2.0,0.0
23318,7.0,10.0,3.0
23319,0.0,0.0,0.0
23320,5.0,5.0,0.0
23321,7.0,12.0,5.0
23322,2.0,4.0,2.0
23323,1.0,2.0,1.0
23324,0.0,1.0,1.0
23325,1.0,1.0,0.0
23326,3.0,5.0,2.0
23327,1.0,2.0,1.0
23328,2.0,3.0,1.0
23329,6.0,8.0,2.0
23330,2.0,2.0,0.0
23331,18.0,28.0,10.0
23332,7.0,11.0,4.0
23333,2.0,6.0,4.0
23334,4.0,14.0,10.0
23335,5.0,8.0,3.0
23336,6.0,8.0,2.0
23337,8.0,11.0,3.0
23338,0.0,1.0,1.0
23339,7.0,8.0,1.0
23340,2.0,5.0,3.0
23341,2.0,3.0,1.0
23342,1.0,1.0,0.0
23343,5.0,8.0,3.0
23344,4.0,6.0,2.0
23345,1.0,2.0,1.0
23346,4.0,6.0,2.0
23347,1.0,1.0,0.0
23348,3.0,5.0,2.0
23349,8.0,15.0,7.0
23350,2.0,11.0,9.0
23351,2.0,4.0,2.0
23352,2.0,3.0,1.0
23353,1.0,1.0,0.0
23354,4.0,9.0,5.0
23355,1.0,1.0,0.0
23356,1.0,1.0,0.0
23357,1.0,1.0,0.0
23358,0.0,4.0,4.0
23359,4.0,4.0,0.0
23360,4.0,5.0,1.0
23361,2.0,2.0,0.0
23362,1.0,3.0,2.0
23363,0.0,0.0,0.0
23364,0.0,1.0,1.0
23365,5.0,6.0,1.0
23366,7.0,11.0,4.0
23367,1.0,2.0,1.0
23368,3.0,4.0,1.0
23369,3.0,3.0,0.0
23370,1.0,1.0,0.0
23371,6.0,7.0,1.0
23372,0.0,1.0,1.0
23373,1.0,2.0,1.0
23374,4.0,5.0,1.0
23375,16.0,29.0,13.0
23376,17.0,23.0,6.0
23377,8.0,12.0,4.0
23378,1.0,3.0,2.0
23379,19.0,24.0,5.0
23380,2.0,3.0,1.0
23381,9.0,10.0,1.0
23382,4.0,6.0,2.0
23383,0.0,2.0,2.0
23384,0.0,0.0,0.0
23385,0.0,1.0,1.0
23386,0.0,0.0,0.0
23387,1.0,1.0,0.0
23388,20.0,30.0,10.0
23389,0.0,0.0,0.0
23390,8.0,9.0,1.0
23391,5.0,7.0,2.0
23392,4.0,5.0,1.0
23393,4.0,6.0,2.0
23394,1.0,1.0,0.0
23395,2.0,2.0,0.0
23396,2.0,2.0,0.0
23397,2.0,3.0,1.0
23398,4.0,6.0,2.0
23399,4.0,7.0,3.0
23400,0.0,1.0,1.0
23401,6.0,13.0,7.0
23402,0.0,1.0,1.0
23403,4.0,7.0,3.0
23404,0.0,2.0,2.0
23405,0.0,0.0,0.0
23406,2.0,4.0,2.0
23407,6.0,13.0,7.0
23408,1.0,2.0,1.0
23409,2.0,2.0,0.0
23410,0.0,2.0,2.0
23411,0.0,0.0,0.0
23412,2.0,4.0,2.0
23413,2.0,5.0,3.0
23414,1.0,2.0,1.0
23415,2.0,7.0,5.0
23416,5.0,8.0,3.0
23417,2.0,2.0,0.0
23418,0.0,0.0,0.0
23419,2.0,2.0,0.0
23420,0.0,1.0,1.0
23421,1.0,1.0,0.0
23422,6.0,10.0,4.0
23423,3.0,6.0,3.0
23424,0.0,0.0,0.0
23425,1.0,5.0,4.0
23426,3.0,6.0,3.0
23427,0.0,2.0,2.0
23428,2.0,2.0,0.0
23429,0.0,0.0,0.0
23430,3.0,3.0,0.0
23431,6.0,10.0,4.0
23432,4.0,6.0,2.0
23433,2.0,2.0,0.0
23434,1.0,2.0,1.0
23435,17.0,29.0,12.0
23436,7.0,11.0,4.0
23437,26.0,33.0,7.0
23438,0.0,0.0,0.0
23439,0.0,1.0,1.0
23440,19.0,22.0,3.0
23441,12.0,18.0,6.0
23442,9.0,10.0,1.0
23443,2.0,3.0,1.0
23444,6.0,7.0,1.0
23445,4.0,5.0,1.0
23446,7.0,11.0,4.0
23447,3.0,4.0,1.0
23448,2.0,2.0,0.0
23449,3.0,3.0,0.0
23450,0.0,2.0,2.0
23451,10.0,12.0,2.0
23452,8.0,10.0,2.0
23453,12.0,17.0,5.0
23454,7.0,11.0,4.0
23455,17.0,26.0,9.0
23456,12.0,18.0,6.0
23457,10.0,17.0,7.0
23458,1.0,3.0,2.0
23459,17.0,23.0,6.0
23460,7.0,8.0,1.0
23461,3.0,4.0,1.0
23462,3.0,4.0,1.0
23463,8.0,11.0,3.0
23464,0.0,1.0,1.0
23465,9.0,13.0,4.0
23466,1.0,3.0,2.0
23467,15.0,18.0,3.0
23468,0.0,3.0,3.0
23469,8.0,11.0,3.0
23470,5.0,8.0,3.0
23471,9.0,10.0,1.0
23472,2.0,2.0,0.0
23473,8.0,14.0,6.0
23474,2.0,3.0,1.0
23475,0.0,1.0,1.0
23476,4.0,5.0,1.0
23477,1.0,1.0,0.0
23478,3.0,5.0,2.0
23479,6.0,6.0,0.0
23480,4.0,9.0,5.0
23481,7.0,10.0,3.0
23482,3.0,3.0,0.0
23483,7.0,8.0,1.0
23484,23.0,26.0,3.0
23485,3.0,3.0,0.0
23486,4.0,8.0,4.0
23487,6.0,6.0,0.0
23488,2.0,2.0,0.0
23489,7.0,10.0,3.0
23490,2.0,3.0,1.0
23491,12.0,14.0,2.0
23492,1.0,4.0,3.0
23493,11.0,14.0,3.0
23494,1.0,1.0,0.0
23495,9.0,9.0,0.0
23496,1.0,1.0,0.0
23497,2.0,4.0,2.0
23498,1.0,1.0,0.0
23499,3.0,4.0,1.0
23500,3.0,3.0,0.0
23501,0.0,0.0,0.0
23502,6.0,9.0,3.0
23503,2.0,3.0,1.0
23504,2.0,2.0,0.0
23505,0.0,0.0,0.0
23506,3.0,7.0,4.0
23507,4.0,5.0,1.0
23508,1.0,1.0,0.0
23509,1.0,3.0,2.0
23510,1.0,1.0,0.0
23511,0.0,1.0,1.0
23512,1.0,2.0,1.0
23513,1.0,2.0,1.0
23514,2.0,2.0,0.0
23515,4.0,6.0,2.0
23516,0.0,0.0,0.0
23517,4.0,5.0,1.0
23518,8.0,9.0,1.0
23519,3.0,4.0,1.0
23520,5.0,6.0,1.0
23521,33.0,53.0,20.0
23522,1.0,1.0,0.0
23523,4.0,5.0,1.0
23524,14.0,23.0,9.0
23525,6.0,6.0,0.0
23526,22.0,27.0,5.0
23527,4.0,4.0,0.0
23528,7.0,7.0,0.0
23529,1.0,3.0,2.0
23530,3.0,5.0,2.0
23531,3.0,6.0,3.0
23532,13.0,17.0,4.0
23533,1.0,4.0,3.0
23534,18.0,27.0,9.0
23535,2.0,3.0,1.0
23536,1.0,4.0,3.0
23537,1.0,2.0,1.0
23538,52.0,81.0,29.0
23539,5.0,7.0,2.0
23540,0.0,1.0,1.0
23541,6.0,10.0,4.0
23542,6.0,6.0,0.0
23543,6.0,11.0,5.0
23544,1.0,2.0,1.0
23545,3.0,3.0,0.0
23546,1.0,1.0,0.0
23547,5.0,7.0,2.0
23548,2.0,3.0,1.0
23549,4.0,5.0,1.0
23550,1.0,3.0,2.0
23551,8.0,9.0,1.0
23552,8.0,10.0,2.0
23553,10.0,18.0,8.0
23554,2.0,2.0,0.0
23555,5.0,9.0,4.0
23556,3.0,4.0,1.0
23557,0.0,2.0,2.0
23558,0.0,5.0,5.0
23559,18.0,28.0,10.0
23560,3.0,3.0,0.0
23561,2.0,2.0,0.0
23562,2.0,2.0,0.0
23563,2.0,2.0,0.0
23564,1.0,3.0,2.0
23565,11.0,14.0,3.0
23566,1.0,1.0,0.0
23567,2.0,3.0,1.0
23568,7.0,10.0,3.0
23569,2.0,4.0,2.0
23570,0.0,1.0,1.0
23571,4.0,7.0,3.0
23572,0.0,1.0,1.0
23573,0.0,0.0,0.0
23574,0.0,1.0,1.0
23575,3.0,10.0,7.0
23576,0.0,1.0,1.0
23577,4.0,6.0,2.0
23578,1.0,3.0,2.0
23579,0.0,0.0,0.0
23580,0.0,2.0,2.0
23581,0.0,0.0,0.0
23582,1.0,2.0,1.0
23583,1.0,3.0,2.0
23584,0.0,0.0,0.0
23585,2.0,4.0,2.0
23586,3.0,4.0,1.0
23587,4.0,6.0,2.0
23588,1.0,1.0,0.0
23589,0.0,0.0,0.0
23590,2.0,4.0,2.0
23591,2.0,3.0,1.0
23592,0.0,1.0,1.0
23593,1.0,2.0,1.0
23594,0.0,0.0,0.0
23595,1.0,2.0,1.0
23596,23.0,33.0,10.0
23597,1.0,4.0,3.0
23598,16.0,21.0,5.0
23599,2.0,3.0,1.0
23600,1.0,1.0,0.0
23601,1.0,3.0,2.0
23602,3.0,4.0,1.0
23603,8.0,9.0,1.0
23604,22.0,24.0,2.0
23605,18.0,20.0,2.0
23606,1.0,1.0,0.0
23607,1.0,1.0,0.0
23608,2.0,2.0,0.0
23609,8.0,10.0,2.0
23610,1.0,1.0,0.0
23611,3.0,6.0,3.0
23612,3.0,5.0,2.0
23613,2.0,2.0,0.0
23614,10.0,15.0,5.0
23615,6.0,7.0,1.0
23616,6.0,11.0,5.0
23617,8.0,13.0,5.0
23618,10.0,21.0,11.0
23619,11.0,19.0,8.0
23620,8.0,9.0,1.0
23621,1.0,1.0,0.0
23622,6.0,10.0,4.0
23623,2.0,4.0,2.0
23624,3.0,5.0,2.0
23625,22.0,34.0,12.0
23626,1.0,5.0,4.0
23627,4.0,7.0,3.0
23628,1.0,2.0,1.0
23629,3.0,3.0,0.0
23630,7.0,10.0,3.0
23631,2.0,4.0,2.0
23632,3.0,4.0,1.0
23633,3.0,3.0,0.0
23634,1.0,3.0,2.0
23635,0.0,0.0,0.0
23636,4.0,5.0,1.0
23637,0.0,0.0,0.0
23638,1.0,1.0,0.0
23639,4.0,5.0,1.0
23640,0.0,0.0,0.0
23641,2.0,3.0,1.0
23642,2.0,4.0,2.0
23643,7.0,11.0,4.0
23644,3.0,8.0,5.0
23645,0.0,1.0,1.0
23646,1.0,1.0,0.0
23647,2.0,2.0,0.0
23648,0.0,0.0,0.0
23649,0.0,1.0,1.0
23650,1.0,3.0,2.0
23651,0.0,2.0,2.0
23652,1.0,3.0,2.0
23653,0.0,2.0,2.0
23654,0.0,1.0,1.0
23655,0.0,1.0,1.0
23656,1.0,1.0,0.0
23657,8.0,10.0,2.0
23658,10.0,14.0,4.0
23659,5.0,7.0,2.0
23660,2.0,5.0,3.0
23661,5.0,5.0,0.0
23662,4.0,4.0,0.0
23663,15.0,22.0,7.0
23664,9.0,12.0,3.0
23665,3.0,6.0,3.0
23666,5.0,8.0,3.0
23667,2.0,2.0,0.0
23668,12.0,13.0,1.0
23669,5.0,8.0,3.0
23670,35.0,43.0,8.0
23671,40.0,62.0,22.0
23672,3.0,5.0,2.0
23673,2.0,3.0,1.0
23674,16.0,18.0,2.0
23675,0.0,1.0,1.0
23676,6.0,11.0,5.0
23677,6.0,6.0,0.0
23678,2.0,2.0,0.0
23679,3.0,3.0,0.0
23680,39.0,57.0,18.0
23681,5.0,6.0,1.0
23682,16.0,22.0,6.0
23683,9.0,13.0,4.0
23684,6.0,10.0,4.0
23685,1.0,1.0,0.0
23686,4.0,7.0,3.0
23687,17.0,23.0,6.0
23688,12.0,15.0,3.0
23689,2.0,2.0,0.0
23690,5.0,7.0,2.0
23691,1.0,3.0,2.0
23692,14.0,20.0,6.0
23693,9.0,10.0,1.0
23694,5.0,8.0,3.0
23695,1.0,1.0,0.0
23696,1.0,1.0,0.0
23697,9.0,10.0,1.0
23698,6.0,12.0,6.0
23699,7.0,11.0,4.0
23700,3.0,3.0,0.0
23701,14.0,22.0,8.0
23702,21.0,29.0,8.0
23703,5.0,7.0,2.0
23704,2.0,2.0,0.0
23705,0.0,0.0,0.0
23706,17.0,23.0,6.0
23707,10.0,12.0,2.0
23708,8.0,11.0,3.0
23709,3.0,3.0,0.0
23710,6.0,12.0,6.0
23711,3.0,3.0,0.0
23712,2.0,2.0,0.0
23713,7.0,8.0,1.0
23714,1.0,1.0,0.0
23715,5.0,9.0,4.0
23716,8.0,11.0,3.0
23717,1.0,1.0,0.0
23718,0.0,0.0,0.0
23719,2.0,2.0,0.0
23720,3.0,3.0,0.0
23721,3.0,3.0,0.0
23722,7.0,11.0,4.0
23723,0.0,1.0,1.0
23724,1.0,1.0,0.0
23725,1.0,1.0,0.0
23726,3.0,5.0,2.0
23727,1.0,2.0,1.0
23728,2.0,3.0,1.0
23729,3.0,6.0,3.0
23730,1.0,1.0,0.0
23731,0.0,0.0,0.0
23732,0.0,0.0,0.0
23733,3.0,5.0,2.0
23734,3.0,3.0,0.0
23735,5.0,9.0,4.0
23736,1.0,2.0,1.0
23737,0.0,0.0,0.0
23738,6.0,7.0,1.0
23739,2.0,2.0,0.0
23740,7.0,8.0,1.0
23741,0.0,0.0,0.0
23742,2.0,3.0,1.0
23743,0.0,0.0,0.0
23744,1.0,1.0,0.0
23745,1.0,1.0,0.0
23746,1.0,3.0,2.0
23747,0.0,0.0,0.0
23748,5.0,8.0,3.0
23749,0.0,2.0,2.0
23750,0.0,1.0,1.0
23751,0.0,0.0,0.0
23752,1.0,1.0,0.0
23753,2.0,2.0,0.0
23754,0.0,0.0,0.0
23755,0.0,1.0,1.0
23756,0.0,0.0,0.0
23757,0.0,1.0,1.0
23758,0.0,0.0,0.0
23759,1.0,2.0,1.0
23760,1.0,1.0,0.0
23761,6.0,7.0,1.0
23762,2.0,2.0,0.0
23763,5.0,7.0,2.0
23764,0.0,1.0,1.0
23765,8.0,12.0,4.0
23766,7.0,9.0,2.0
23767,3.0,3.0,0.0
23768,0.0,0.0,0.0
23769,0.0,1.0,1.0
23770,3.0,4.0,1.0
23771,2.0,2.0,0.0
23772,2.0,5.0,3.0
23773,2.0,3.0,1.0
23774,2.0,2.0,0.0
23775,14.0,20.0,6.0
23776,48.0,62.0,14.0
23777,12.0,18.0,6.0
23778,4.0,5.0,1.0
23779,6.0,6.0,0.0
23780,3.0,3.0,0.0
23781,6.0,8.0,2.0
23782,2.0,2.0,0.0
23783,8.0,19.0,11.0
23784,7.0,8.0,1.0
23785,14.0,21.0,7.0
23786,2.0,3.0,1.0
23787,16.0,27.0,11.0
23788,17.0,23.0,6.0
23789,17.0,21.0,4.0
23790,38.0,49.0,11.0
23791,1.0,3.0,2.0
23792,7.0,7.0,0.0
23793,5.0,5.0,0.0
23794,18.0,23.0,5.0
23795,7.0,12.0,5.0
23796,6.0,7.0,1.0
23797,4.0,6.0,2.0
23798,16.0,21.0,5.0
23799,2.0,2.0,0.0
23800,12.0,21.0,9.0
23801,4.0,8.0,4.0
23802,6.0,13.0,7.0
23803,27.0,38.0,11.0
23804,18.0,24.0,6.0
23805,5.0,5.0,0.0
23806,7.0,7.0,0.0
23807,3.0,4.0,1.0
23808,1.0,1.0,0.0
23809,4.0,5.0,1.0
23810,1.0,1.0,0.0
23811,2.0,3.0,1.0
23812,1.0,1.0,0.0
23813,2.0,2.0,0.0
23814,3.0,6.0,3.0
23815,4.0,5.0,1.0
23816,0.0,0.0,0.0
23817,5.0,6.0,1.0
23818,5.0,5.0,0.0
23819,0.0,1.0,1.0
23820,9.0,10.0,1.0
23821,0.0,1.0,1.0
23822,29.0,38.0,9.0
23823,3.0,3.0,0.0
23824,0.0,0.0,0.0
23825,4.0,12.0,8.0
23826,2.0,4.0,2.0
23827,8.0,16.0,8.0
23828,6.0,11.0,5.0
23829,15.0,16.0,1.0
23830,0.0,2.0,2.0
23831,7.0,8.0,1.0
23832,6.0,7.0,1.0
23833,2.0,3.0,1.0
23834,0.0,0.0,0.0
23835,10.0,16.0,6.0
23836,0.0,0.0,0.0
23837,1.0,1.0,0.0
23838,0.0,3.0,3.0
23839,0.0,1.0,1.0
23840,4.0,5.0,1.0
23841,5.0,6.0,1.0
23842,5.0,6.0,1.0
23843,0.0,0.0,0.0
23844,0.0,0.0,0.0
23845,2.0,3.0,1.0
23846,2.0,2.0,0.0
23847,2.0,4.0,2.0
23848,7.0,9.0,2.0
23849,1.0,1.0,0.0
23850,9.0,14.0,5.0
23851,2.0,3.0,1.0
23852,1.0,1.0,0.0
23853,5.0,6.0,1.0
23854,4.0,5.0,1.0
23855,2.0,2.0,0.0
23856,0.0,0.0,0.0
23857,3.0,4.0,1.0
23858,1.0,1.0,0.0
23859,3.0,4.0,1.0
23860,2.0,5.0,3.0
23861,6.0,7.0,1.0
23862,2.0,4.0,2.0
23863,2.0,3.0,1.0
23864,1.0,1.0,0.0
23865,0.0,0.0,0.0
23866,3.0,4.0,1.0
23867,1.0,2.0,1.0
23868,0.0,0.0,0.0
23869,0.0,1.0,1.0
23870,0.0,0.0,0.0
23871,1.0,2.0,1.0
23872,1.0,1.0,0.0
23873,0.0,1.0,1.0
23874,0.0,1.0,1.0
23875,0.0,0.0,0.0
23876,0.0,0.0,0.0
23877,0.0,6.0,6.0
23878,0.0,0.0,0.0
