ID,dribbleLost,dribbleTotal,dribbleWon
991,2.0,9.0,7.0
992,7.0,15.0,8.0
993,6.0,14.0,8.0
994,1.0,2.0,1.0
995,1.0,1.0,0.0
996,2.0,3.0,1.0
997,0.0,2.0,2.0
998,0.0,0.0,0.0
999,1.0,1.0,0.0
1000,1.0,1.0,0.0
1001,0.0,0.0,0.0
1002,15.0,41.0,26.0
1003,34.0,82.0,48.0
1004,0.0,0.0,0.0
1005,11.0,24.0,13.0
1006,24.0,38.0,14.0
1007,5.0,9.0,4.0
1008,4.0,4.0,0.0
1009,0.0,0.0,0.0
1010,0.0,6.0,6.0
1011,1.0,4.0,3.0
1012,8.0,12.0,4.0
1013,1.0,2.0,1.0
1014,6.0,14.0,8.0
1015,17.0,32.0,15.0
1016,0.0,0.0,0.0
1017,7.0,20.0,13.0
1018,0.0,1.0,1.0
1019,12.0,19.0,7.0
1020,9.0,13.0,4.0
1021,3.0,8.0,5.0
1022,10.0,25.0,15.0
1023,17.0,28.0,11.0
1024,29.0,64.0,35.0
1025,0.0,0.0,0.0
1026,0.0,1.0,1.0
1027,7.0,21.0,14.0
1028,11.0,29.0,18.0
1029,2.0,4.0,2.0
1030,5.0,14.0,9.0
1031,22.0,39.0,17.0
1032,9.0,21.0,12.0
1033,28.0,58.0,30.0
1034,22.0,41.0,19.0
1035,70.0,116.0,46.0
1036,24.0,51.0,27.0
1037,26.0,61.0,35.0
1038,1.0,2.0,1.0
1039,4.0,8.0,4.0
1040,6.0,11.0,5.0
1041,1.0,2.0,1.0
1042,20.0,30.0,10.0
1043,4.0,12.0,8.0
1044,7.0,17.0,10.0
1045,3.0,4.0,1.0
1046,15.0,24.0,9.0
1047,4.0,6.0,2.0
1048,9.0,21.0,12.0
1049,1.0,8.0,7.0
1050,1.0,1.0,0.0
1051,4.0,6.0,2.0
1052,6.0,12.0,6.0
1053,10.0,13.0,3.0
1054,1.0,2.0,1.0
1055,5.0,8.0,3.0
1056,18.0,25.0,7.0
1057,13.0,21.0,8.0
1058,10.0,16.0,6.0
1059,8.0,15.0,7.0
1060,0.0,2.0,2.0
1061,12.0,15.0,3.0
1062,2.0,4.0,2.0
1063,20.0,40.0,20.0
1064,1.0,1.0,0.0
1065,10.0,25.0,15.0
1066,6.0,8.0,2.0
1067,13.0,18.0,5.0
1068,1.0,2.0,1.0
1069,6.0,10.0,4.0
1070,5.0,9.0,4.0
1071,4.0,5.0,1.0
1072,8.0,11.0,3.0
1073,0.0,1.0,1.0
1074,36.0,56.0,20.0
1075,4.0,6.0,2.0
1076,2.0,3.0,1.0
1077,1.0,1.0,0.0
1078,4.0,6.0,2.0
1079,7.0,11.0,4.0
1080,2.0,2.0,0.0
1081,2.0,2.0,0.0
1082,7.0,12.0,5.0
1083,3.0,6.0,3.0
1084,0.0,1.0,1.0
1085,3.0,5.0,2.0
1086,0.0,2.0,2.0
1087,1.0,5.0,4.0
1088,5.0,8.0,3.0
1089,2.0,6.0,4.0
1090,0.0,0.0,0.0
1091,1.0,1.0,0.0
1092,6.0,9.0,3.0
1093,2.0,10.0,8.0
1094,2.0,4.0,2.0
1095,1.0,1.0,0.0
1096,2.0,3.0,1.0
1097,2.0,2.0,0.0
1098,0.0,0.0,0.0
1099,0.0,0.0,0.0
1100,1.0,1.0,0.0
1101,1.0,1.0,0.0
1102,1.0,2.0,1.0
1103,1.0,3.0,2.0
1104,1.0,4.0,3.0
1105,21.0,43.0,22.0
1106,0.0,1.0,1.0
1107,6.0,17.0,11.0
1108,2.0,2.0,0.0
1109,16.0,46.0,30.0
1110,2.0,9.0,7.0
1111,31.0,57.0,26.0
1112,1.0,1.0,0.0
1113,4.0,9.0,5.0
1114,4.0,15.0,11.0
1115,15.0,32.0,17.0
1116,3.0,15.0,12.0
1117,7.0,19.0,12.0
1118,3.0,13.0,10.0
1119,2.0,4.0,2.0
1120,0.0,1.0,1.0
1121,1.0,6.0,5.0
1122,3.0,11.0,8.0
1123,27.0,51.0,24.0
1124,1.0,1.0,0.0
1125,11.0,25.0,14.0
1126,2.0,3.0,1.0
1127,10.0,19.0,9.0
1128,7.0,25.0,18.0
1129,12.0,25.0,13.0
1130,9.0,22.0,13.0
1131,4.0,9.0,5.0
1132,15.0,36.0,21.0
1133,21.0,42.0,21.0
1134,7.0,24.0,17.0
1135,9.0,22.0,13.0
1136,2.0,3.0,1.0
1137,12.0,26.0,14.0
1138,2.0,3.0,1.0
1139,2.0,5.0,3.0
1140,0.0,0.0,0.0
1141,27.0,52.0,25.0
1142,6.0,36.0,30.0
1143,13.0,25.0,12.0
1144,2.0,5.0,3.0
1145,11.0,22.0,11.0
1146,10.0,16.0,6.0
1147,4.0,17.0,13.0
1148,25.0,33.0,8.0
1149,11.0,30.0,19.0
1150,3.0,6.0,3.0
1151,5.0,8.0,3.0
1152,5.0,22.0,17.0
1153,2.0,6.0,4.0
1154,6.0,18.0,12.0
1155,1.0,4.0,3.0
1156,6.0,9.0,3.0
1157,7.0,12.0,5.0
1158,8.0,24.0,16.0
1159,5.0,9.0,4.0
1160,5.0,13.0,8.0
1161,3.0,6.0,3.0
1162,9.0,15.0,6.0
1163,4.0,9.0,5.0
1164,15.0,26.0,11.0
1165,7.0,10.0,3.0
1166,13.0,28.0,15.0
1167,4.0,6.0,2.0
1168,2.0,3.0,1.0
1169,1.0,6.0,5.0
1170,1.0,6.0,5.0
1171,8.0,15.0,7.0
1172,0.0,1.0,1.0
1173,0.0,3.0,3.0
1174,3.0,7.0,4.0
1175,4.0,7.0,3.0
1176,1.0,3.0,2.0
1177,0.0,1.0,1.0
1178,1.0,2.0,1.0
1179,0.0,0.0,0.0
1180,11.0,24.0,13.0
1181,4.0,10.0,6.0
1182,2.0,3.0,1.0
1183,0.0,0.0,0.0
1184,0.0,4.0,4.0
1185,9.0,13.0,4.0
1186,0.0,1.0,1.0
1187,8.0,20.0,12.0
1188,8.0,15.0,7.0
1189,1.0,1.0,0.0
1190,2.0,4.0,2.0
1191,7.0,13.0,6.0
1192,0.0,0.0,0.0
1193,1.0,2.0,1.0
1194,11.0,21.0,10.0
1195,1.0,1.0,0.0
1196,9.0,18.0,9.0
1197,0.0,0.0,0.0
1198,0.0,0.0,0.0
1199,0.0,1.0,1.0
1200,3.0,5.0,2.0
1201,1.0,4.0,3.0
1202,3.0,3.0,0.0
1203,0.0,1.0,1.0
1204,5.0,7.0,2.0
1205,1.0,2.0,1.0
1206,1.0,1.0,0.0
1207,0.0,1.0,1.0
1208,0.0,0.0,0.0
1209,1.0,1.0,0.0
1210,0.0,0.0,0.0
1211,0.0,0.0,0.0
1212,1.0,2.0,1.0
1213,2.0,7.0,5.0
1214,32.0,90.0,58.0
1215,4.0,6.0,2.0
1216,1.0,2.0,1.0
1217,9.0,19.0,10.0
1218,2.0,4.0,2.0
1219,6.0,10.0,4.0
1220,2.0,3.0,1.0
1221,26.0,76.0,50.0
1222,1.0,1.0,0.0
1223,1.0,19.0,18.0
1224,2.0,4.0,2.0
1225,17.0,31.0,14.0
1226,4.0,6.0,2.0
1227,1.0,2.0,1.0
1228,6.0,15.0,9.0
1229,7.0,18.0,11.0
1230,1.0,2.0,1.0
1231,14.0,40.0,26.0
1232,3.0,11.0,8.0
1233,20.0,34.0,14.0
1234,0.0,1.0,1.0
1235,1.0,3.0,2.0
1236,26.0,63.0,37.0
1237,1.0,2.0,1.0
1238,2.0,3.0,1.0
1239,1.0,3.0,2.0
1240,13.0,32.0,19.0
1241,4.0,6.0,2.0
1242,8.0,25.0,17.0
1243,7.0,17.0,10.0
1244,4.0,14.0,10.0
1245,12.0,33.0,21.0
1246,18.0,36.0,18.0
1247,31.0,50.0,19.0
1248,6.0,18.0,12.0
1249,12.0,31.0,19.0
1250,20.0,42.0,22.0
1251,11.0,27.0,16.0
1252,14.0,29.0,15.0
1253,31.0,54.0,23.0
1254,8.0,12.0,4.0
1255,21.0,42.0,21.0
1256,5.0,11.0,6.0
1257,0.0,0.0,0.0
1258,8.0,12.0,4.0
1259,3.0,6.0,3.0
1260,2.0,4.0,2.0
1261,0.0,1.0,1.0
1262,5.0,7.0,2.0
1263,15.0,26.0,11.0
1264,1.0,1.0,0.0
1265,5.0,9.0,4.0
1266,16.0,28.0,12.0
1267,5.0,13.0,8.0
1268,5.0,12.0,7.0
1269,6.0,16.0,10.0
1270,13.0,28.0,15.0
1271,4.0,10.0,6.0
1272,2.0,5.0,3.0
1273,3.0,7.0,4.0
1274,10.0,26.0,16.0
1275,4.0,4.0,0.0
1276,10.0,15.0,5.0
1277,7.0,17.0,10.0
1278,1.0,3.0,2.0
1279,11.0,22.0,11.0
1280,6.0,18.0,12.0
1281,1.0,3.0,2.0
1282,7.0,24.0,17.0
1283,6.0,11.0,5.0
1284,8.0,22.0,14.0
1285,4.0,7.0,3.0
1286,1.0,6.0,5.0
1287,2.0,11.0,9.0
1288,3.0,12.0,9.0
1289,1.0,2.0,1.0
1290,1.0,1.0,0.0
1291,1.0,1.0,0.0
1292,4.0,10.0,6.0
1293,1.0,2.0,1.0
1294,0.0,3.0,3.0
1295,2.0,6.0,4.0
1296,5.0,12.0,7.0
1297,5.0,8.0,3.0
1298,6.0,10.0,4.0
1299,0.0,0.0,0.0
1300,1.0,3.0,2.0
1301,1.0,1.0,0.0
1302,0.0,0.0,0.0
1303,3.0,5.0,2.0
1304,1.0,3.0,2.0
1305,0.0,0.0,0.0
1306,3.0,5.0,2.0
1307,0.0,0.0,0.0
1308,1.0,2.0,1.0
1309,2.0,3.0,1.0
1310,0.0,1.0,1.0
1311,1.0,1.0,0.0
1312,3.0,7.0,4.0
1313,1.0,1.0,0.0
1314,0.0,0.0,0.0
1315,0.0,0.0,0.0
1316,0.0,0.0,0.0
1317,0.0,1.0,1.0
1318,0.0,1.0,1.0
1319,7.0,8.0,1.0
1320,3.0,3.0,0.0
1321,2.0,2.0,0.0
1322,1.0,5.0,4.0
1323,2.0,4.0,2.0
1324,56.0,118.0,62.0
1325,20.0,52.0,32.0
1326,0.0,1.0,1.0
1327,0.0,4.0,4.0
1328,2.0,5.0,3.0
1329,0.0,6.0,6.0
1330,4.0,9.0,5.0
1331,6.0,18.0,12.0
1332,3.0,6.0,3.0
1333,16.0,38.0,22.0
1334,11.0,20.0,9.0
1335,2.0,4.0,2.0
1336,4.0,11.0,7.0
1337,7.0,10.0,3.0
1338,80.0,145.0,65.0
1339,38.0,89.0,51.0
1340,0.0,0.0,0.0
1341,10.0,30.0,20.0
1342,0.0,1.0,1.0
1343,13.0,27.0,14.0
1344,0.0,3.0,3.0
1345,24.0,32.0,8.0
1346,12.0,24.0,12.0
1347,25.0,42.0,17.0
1348,9.0,16.0,7.0
1349,14.0,28.0,14.0
1350,13.0,21.0,8.0
1351,29.0,51.0,22.0
1352,1.0,11.0,10.0
1353,1.0,7.0,6.0
1354,1.0,1.0,0.0
1355,7.0,13.0,6.0
1356,39.0,83.0,44.0
1357,17.0,35.0,18.0
1358,12.0,20.0,8.0
1359,1.0,7.0,6.0
1360,3.0,10.0,7.0
1361,27.0,41.0,14.0
1362,13.0,29.0,16.0
1363,2.0,3.0,1.0
1364,26.0,54.0,28.0
1365,13.0,22.0,9.0
1366,13.0,20.0,7.0
1367,3.0,6.0,3.0
1368,5.0,11.0,6.0
1369,2.0,3.0,1.0
1370,7.0,10.0,3.0
1371,0.0,1.0,1.0
1372,1.0,3.0,2.0
1373,28.0,53.0,25.0
1374,0.0,1.0,1.0
1375,0.0,3.0,3.0
1376,18.0,35.0,17.0
1377,8.0,12.0,4.0
1378,8.0,12.0,4.0
1379,3.0,9.0,6.0
1380,19.0,39.0,20.0
1381,24.0,48.0,24.0
1382,18.0,30.0,12.0
1383,1.0,2.0,1.0
1384,0.0,5.0,5.0
1385,8.0,17.0,9.0
1386,7.0,15.0,8.0
1387,20.0,32.0,12.0
1388,5.0,6.0,1.0
1389,5.0,6.0,1.0
1390,4.0,7.0,3.0
1391,5.0,7.0,2.0
1392,8.0,16.0,8.0
1393,8.0,13.0,5.0
1394,2.0,6.0,4.0
1395,1.0,3.0,2.0
1396,4.0,4.0,0.0
1397,6.0,10.0,4.0
1398,23.0,33.0,10.0
1399,12.0,18.0,6.0
1400,3.0,6.0,3.0
1401,26.0,54.0,28.0
1402,4.0,11.0,7.0
1403,2.0,3.0,1.0
1404,5.0,12.0,7.0
1405,1.0,4.0,3.0
1406,2.0,2.0,0.0
1407,0.0,5.0,5.0
1408,2.0,2.0,0.0
1409,14.0,19.0,5.0
1410,1.0,3.0,2.0
1411,9.0,16.0,7.0
1412,5.0,11.0,6.0
1413,4.0,7.0,3.0
1414,3.0,8.0,5.0
1415,10.0,19.0,9.0
1416,29.0,47.0,18.0
1417,4.0,15.0,11.0
1418,7.0,11.0,4.0
1419,5.0,12.0,7.0
1420,3.0,7.0,4.0
1421,11.0,19.0,8.0
1422,1.0,2.0,1.0
1423,6.0,13.0,7.0
1424,1.0,1.0,0.0
1425,3.0,4.0,1.0
1426,0.0,0.0,0.0
1427,0.0,0.0,0.0
1428,1.0,1.0,0.0
1429,1.0,3.0,2.0
1430,8.0,10.0,2.0
1431,2.0,3.0,1.0
1432,0.0,1.0,1.0
1433,1.0,2.0,1.0
1434,1.0,2.0,1.0
1435,1.0,2.0,1.0
1436,5.0,10.0,5.0
1437,4.0,9.0,5.0
1438,7.0,11.0,4.0
1439,0.0,1.0,1.0
1440,1.0,3.0,2.0
1441,1.0,3.0,2.0
1442,13.0,19.0,6.0
1443,1.0,1.0,0.0
1444,0.0,0.0,0.0
1445,1.0,1.0,0.0
1446,1.0,1.0,0.0
1447,1.0,1.0,0.0
1448,0.0,0.0,0.0
1449,0.0,0.0,0.0
1450,0.0,0.0,0.0
1451,0.0,0.0,0.0
1452,0.0,0.0,0.0
1453,0.0,0.0,0.0
1454,0.0,3.0,3.0
1455,35.0,66.0,31.0
1456,2.0,6.0,4.0
1457,31.0,62.0,31.0
1458,55.0,111.0,56.0
1459,14.0,38.0,24.0
1460,6.0,9.0,3.0
1461,2.0,13.0,11.0
1462,8.0,20.0,12.0
1463,6.0,12.0,6.0
1464,5.0,8.0,3.0
1465,14.0,28.0,14.0
1466,2.0,9.0,7.0
1467,8.0,16.0,8.0
1468,13.0,26.0,13.0
1469,3.0,5.0,2.0
1470,12.0,22.0,10.0
1471,2.0,3.0,1.0
1472,7.0,13.0,6.0
1473,7.0,14.0,7.0
1474,2.0,9.0,7.0
1475,20.0,39.0,19.0
1476,2.0,4.0,2.0
1477,12.0,23.0,11.0
1478,5.0,14.0,9.0
1479,16.0,27.0,11.0
1480,0.0,2.0,2.0
1481,2.0,3.0,1.0
1482,10.0,28.0,18.0
1483,24.0,40.0,16.0
1484,4.0,6.0,2.0
1485,3.0,6.0,3.0
1486,17.0,39.0,22.0
1487,7.0,11.0,4.0
1488,26.0,52.0,26.0
1489,22.0,43.0,21.0
1490,3.0,4.0,1.0
1491,10.0,20.0,10.0
1492,0.0,0.0,0.0
1493,6.0,16.0,10.0
1494,1.0,6.0,5.0
1495,45.0,90.0,45.0
1496,14.0,29.0,15.0
1497,7.0,13.0,6.0
1498,2.0,7.0,5.0
1499,9.0,21.0,12.0
1500,13.0,30.0,17.0
1501,8.0,16.0,8.0
1502,6.0,13.0,7.0
1503,34.0,73.0,39.0
1504,8.0,15.0,7.0
1505,7.0,20.0,13.0
1506,33.0,56.0,23.0
1507,2.0,3.0,1.0
1508,35.0,56.0,21.0
1509,16.0,32.0,16.0
1510,15.0,33.0,18.0
1511,4.0,9.0,5.0
1512,18.0,33.0,15.0
1513,7.0,17.0,10.0
1514,9.0,17.0,8.0
1515,2.0,4.0,2.0
1516,5.0,10.0,5.0
1517,2.0,3.0,1.0
1518,3.0,3.0,0.0
1519,2.0,7.0,5.0
1520,18.0,27.0,9.0
1521,14.0,21.0,7.0
1522,2.0,3.0,1.0
1523,1.0,4.0,3.0
1524,2.0,2.0,0.0
1525,14.0,25.0,11.0
1526,1.0,2.0,1.0
1527,6.0,10.0,4.0
1528,2.0,7.0,5.0
1529,2.0,7.0,5.0
1530,2.0,13.0,11.0
1531,6.0,11.0,5.0
1532,20.0,41.0,21.0
1533,6.0,8.0,2.0
1534,31.0,42.0,11.0
1535,4.0,12.0,8.0
1536,0.0,1.0,1.0
1537,8.0,11.0,3.0
1538,2.0,4.0,2.0
1539,8.0,12.0,4.0
1540,0.0,2.0,2.0
1541,4.0,8.0,4.0
1542,4.0,11.0,7.0
1543,1.0,1.0,0.0
1544,0.0,1.0,1.0
1545,2.0,4.0,2.0
1546,0.0,0.0,0.0
1547,2.0,5.0,3.0
1548,3.0,5.0,2.0
1549,1.0,2.0,1.0
1550,1.0,1.0,0.0
1551,5.0,5.0,0.0
1552,0.0,0.0,0.0
1553,0.0,0.0,0.0
1554,8.0,13.0,5.0
1555,0.0,0.0,0.0
1556,3.0,6.0,3.0
1557,3.0,4.0,1.0
1558,3.0,5.0,2.0
1559,0.0,1.0,1.0
1560,0.0,1.0,1.0
1561,4.0,9.0,5.0
1562,3.0,8.0,5.0
1563,1.0,1.0,0.0
1564,0.0,0.0,0.0
1565,0.0,2.0,2.0
1566,4.0,8.0,4.0
1567,0.0,0.0,0.0
1568,2.0,2.0,0.0
1569,1.0,2.0,1.0
1570,3.0,3.0,0.0
1571,0.0,0.0,0.0
1572,0.0,1.0,1.0
1573,37.0,68.0,31.0
1574,3.0,8.0,5.0
1575,3.0,9.0,6.0
1576,0.0,2.0,2.0
1577,12.0,28.0,16.0
1578,6.0,16.0,10.0
1579,1.0,5.0,4.0
1580,1.0,1.0,0.0
1581,6.0,10.0,4.0
1582,3.0,11.0,8.0
1583,10.0,17.0,7.0
1584,21.0,55.0,34.0
1585,3.0,6.0,3.0
1586,6.0,18.0,12.0
1587,9.0,16.0,7.0
1588,4.0,15.0,11.0
1589,34.0,58.0,24.0
1590,37.0,65.0,28.0
1591,23.0,38.0,15.0
1592,18.0,24.0,6.0
1593,44.0,75.0,31.0
1594,12.0,19.0,7.0
1595,5.0,7.0,2.0
1596,21.0,40.0,19.0
1597,10.0,27.0,17.0
1598,21.0,42.0,21.0
1599,22.0,35.0,13.0
1600,29.0,44.0,15.0
1601,7.0,11.0,4.0
1602,0.0,5.0,5.0
1603,22.0,33.0,11.0
1604,7.0,10.0,3.0
1605,16.0,31.0,15.0
1606,6.0,13.0,7.0
1607,5.0,14.0,9.0
1608,19.0,27.0,8.0
1609,15.0,34.0,19.0
1610,10.0,13.0,3.0
1611,0.0,7.0,7.0
1612,0.0,2.0,2.0
1613,1.0,3.0,2.0
1614,2.0,6.0,4.0
1615,2.0,6.0,4.0
1616,5.0,13.0,8.0
1617,10.0,17.0,7.0
1618,11.0,18.0,7.0
1619,3.0,9.0,6.0
1620,2.0,6.0,4.0
1621,19.0,32.0,13.0
1622,0.0,0.0,0.0
1623,2.0,3.0,1.0
1624,6.0,14.0,8.0
1625,4.0,18.0,14.0
1626,10.0,12.0,2.0
1627,1.0,2.0,1.0
1628,2.0,7.0,5.0
1629,2.0,8.0,6.0
1630,10.0,12.0,2.0
1631,0.0,0.0,0.0
1632,2.0,3.0,1.0
1633,1.0,5.0,4.0
1634,0.0,1.0,1.0
1635,4.0,6.0,2.0
1636,1.0,3.0,2.0
1637,0.0,1.0,1.0
1638,8.0,17.0,9.0
1639,0.0,1.0,1.0
1640,1.0,4.0,3.0
1641,2.0,4.0,2.0
1642,5.0,9.0,4.0
1643,0.0,1.0,1.0
1644,0.0,2.0,2.0
1645,2.0,2.0,0.0
1646,3.0,5.0,2.0
1647,4.0,5.0,1.0
1648,2.0,6.0,4.0
1649,2.0,3.0,1.0
1650,0.0,1.0,1.0
1651,1.0,6.0,5.0
1652,0.0,0.0,0.0
1653,1.0,1.0,0.0
1654,0.0,0.0,0.0
1655,1.0,3.0,2.0
1656,0.0,1.0,1.0
1657,1.0,1.0,0.0
1658,1.0,2.0,1.0
1659,6.0,12.0,6.0
1660,3.0,5.0,2.0
1661,3.0,7.0,4.0
1662,0.0,0.0,0.0
1663,0.0,0.0,0.0
1664,2.0,3.0,1.0
1665,0.0,0.0,0.0
1666,0.0,0.0,0.0
1667,1.0,2.0,1.0
1668,0.0,0.0,0.0
1669,0.0,1.0,1.0
1670,1.0,1.0,0.0
1671,0.0,2.0,2.0
1672,2.0,2.0,0.0
1673,0.0,1.0,1.0
1674,1.0,5.0,4.0
1675,0.0,0.0,0.0
1676,1.0,3.0,2.0
1677,0.0,1.0,1.0
1678,4.0,4.0,0.0
1679,24.0,37.0,13.0
1680,2.0,2.0,0.0
1681,22.0,39.0,17.0
1682,1.0,4.0,3.0
1683,15.0,32.0,17.0
1684,2.0,2.0,0.0
1685,0.0,2.0,2.0
1686,2.0,3.0,1.0
1687,1.0,2.0,1.0
1688,6.0,10.0,4.0
1689,2.0,5.0,3.0
1690,1.0,1.0,0.0
1691,11.0,23.0,12.0
1692,0.0,1.0,1.0
1693,33.0,60.0,27.0
1694,2.0,4.0,2.0
1695,4.0,9.0,5.0
1696,23.0,48.0,25.0
1697,18.0,33.0,15.0
1698,1.0,1.0,0.0
1699,2.0,4.0,2.0
1700,15.0,36.0,21.0
1701,0.0,0.0,0.0
1702,16.0,28.0,12.0
1703,4.0,13.0,9.0
1704,8.0,15.0,7.0
1705,7.0,17.0,10.0
1706,0.0,4.0,4.0
1707,8.0,16.0,8.0
1708,8.0,14.0,6.0
1709,1.0,2.0,1.0
1710,2.0,8.0,6.0
1711,6.0,7.0,1.0
1712,11.0,23.0,12.0
1713,7.0,12.0,5.0
1714,21.0,55.0,34.0
1715,2.0,2.0,0.0
1716,1.0,3.0,2.0
1717,14.0,35.0,21.0
1718,0.0,1.0,1.0
1719,3.0,10.0,7.0
1720,3.0,6.0,3.0
1721,3.0,14.0,11.0
1722,14.0,24.0,10.0
1723,1.0,2.0,1.0
1724,1.0,2.0,1.0
1725,2.0,3.0,1.0
1726,6.0,7.0,1.0
1727,7.0,25.0,18.0
1728,5.0,11.0,6.0
1729,13.0,28.0,15.0
1730,32.0,52.0,20.0
1731,4.0,4.0,0.0
1732,5.0,11.0,6.0
1733,8.0,12.0,4.0
1734,7.0,10.0,3.0
1735,1.0,4.0,3.0
1736,0.0,0.0,0.0
1737,5.0,17.0,12.0
1738,0.0,1.0,1.0
1739,1.0,1.0,0.0
1740,5.0,9.0,4.0
1741,3.0,7.0,4.0
1742,7.0,11.0,4.0
1743,9.0,20.0,11.0
1744,2.0,6.0,4.0
1745,0.0,1.0,1.0
1746,4.0,11.0,7.0
1747,3.0,4.0,1.0
1748,7.0,8.0,1.0
1749,1.0,3.0,2.0
1750,4.0,7.0,3.0
1751,0.0,2.0,2.0
1752,0.0,0.0,0.0
1753,7.0,16.0,9.0
1754,1.0,1.0,0.0
1755,3.0,6.0,3.0
1756,0.0,1.0,1.0
1757,3.0,3.0,0.0
1758,1.0,1.0,0.0
1759,2.0,2.0,0.0
1760,1.0,3.0,2.0
1761,2.0,3.0,1.0
1762,0.0,0.0,0.0
1763,1.0,1.0,0.0
1764,2.0,2.0,0.0
1765,1.0,1.0,0.0
1766,0.0,0.0,0.0
1767,0.0,0.0,0.0
1768,0.0,0.0,0.0
1769,1.0,1.0,0.0
1770,2.0,7.0,5.0
1771,0.0,1.0,1.0
1772,1.0,5.0,4.0
1773,23.0,40.0,17.0
1774,14.0,31.0,17.0
1775,5.0,19.0,14.0
1776,0.0,3.0,3.0
1777,8.0,12.0,4.0
1778,0.0,1.0,1.0
1779,10.0,24.0,14.0
1780,2.0,7.0,5.0
1781,10.0,22.0,12.0
1782,2.0,7.0,5.0
1783,1.0,7.0,6.0
1784,0.0,1.0,1.0
1785,4.0,7.0,3.0
1786,0.0,2.0,2.0
1787,14.0,27.0,13.0
1788,17.0,32.0,15.0
1789,3.0,8.0,5.0
1790,0.0,1.0,1.0
1791,12.0,30.0,18.0
1792,5.0,16.0,11.0
1793,0.0,1.0,1.0
1794,0.0,3.0,3.0
1795,5.0,11.0,6.0
1796,6.0,15.0,9.0
1797,7.0,17.0,10.0
1798,1.0,3.0,2.0
1799,12.0,35.0,23.0
1800,6.0,15.0,9.0
1801,3.0,10.0,7.0
1802,6.0,10.0,4.0
1803,6.0,19.0,13.0
1804,3.0,6.0,3.0
1805,8.0,24.0,16.0
1806,8.0,24.0,16.0
1807,5.0,8.0,3.0
1808,5.0,11.0,6.0
1809,3.0,10.0,7.0
1810,1.0,1.0,0.0
1811,5.0,8.0,3.0
1812,11.0,21.0,10.0
1813,0.0,1.0,1.0
1814,2.0,5.0,3.0
1815,3.0,8.0,5.0
1816,30.0,63.0,33.0
1817,2.0,7.0,5.0
1818,0.0,0.0,0.0
1819,1.0,3.0,2.0
1820,0.0,1.0,1.0
1821,1.0,2.0,1.0
1822,9.0,14.0,5.0
1823,15.0,38.0,23.0
1824,3.0,9.0,6.0
1825,6.0,11.0,5.0
1826,7.0,10.0,3.0
1827,15.0,21.0,6.0
1828,3.0,8.0,5.0
1829,3.0,7.0,4.0
1830,0.0,5.0,5.0
1831,22.0,42.0,20.0
1832,0.0,1.0,1.0
1833,1.0,2.0,1.0
1834,3.0,4.0,1.0
1835,4.0,11.0,7.0
1836,14.0,29.0,15.0
1837,3.0,3.0,0.0
1838,5.0,12.0,7.0
1839,0.0,0.0,0.0
1840,0.0,2.0,2.0
1841,1.0,2.0,1.0
1842,1.0,2.0,1.0
1843,6.0,11.0,5.0
1844,1.0,3.0,2.0
1845,0.0,0.0,0.0
1846,6.0,8.0,2.0
1847,0.0,1.0,1.0
1848,15.0,27.0,12.0
1849,6.0,9.0,3.0
1850,0.0,1.0,1.0
1851,4.0,7.0,3.0
1852,2.0,4.0,2.0
1853,1.0,2.0,1.0
1854,0.0,1.0,1.0
1855,2.0,4.0,2.0
1856,2.0,3.0,1.0
1857,2.0,2.0,0.0
1858,2.0,2.0,0.0
1859,1.0,2.0,1.0
1860,1.0,3.0,2.0
1861,4.0,10.0,6.0
1862,1.0,3.0,2.0
1863,0.0,0.0,0.0
1864,0.0,1.0,1.0
1865,0.0,1.0,1.0
1866,1.0,2.0,1.0
1867,1.0,3.0,2.0
1868,3.0,9.0,6.0
1869,5.0,10.0,5.0
1870,2.0,2.0,0.0
1871,0.0,0.0,0.0
1872,1.0,1.0,0.0
1873,3.0,11.0,8.0
1874,4.0,5.0,1.0
1875,0.0,0.0,0.0
1876,0.0,0.0,0.0
1877,2.0,3.0,1.0
1878,0.0,1.0,1.0
1879,1.0,1.0,0.0
1880,1.0,1.0,0.0
1881,1.0,3.0,2.0
1882,0.0,0.0,0.0
1883,2.0,4.0,2.0
1884,2.0,2.0,0.0
1885,0.0,0.0,0.0
1886,1.0,2.0,1.0
1887,2.0,3.0,1.0
1888,0.0,4.0,4.0
1889,9.0,14.0,5.0
1890,10.0,23.0,13.0
1891,1.0,1.0,0.0
1892,0.0,0.0,0.0
1893,6.0,10.0,4.0
1894,14.0,37.0,23.0
1895,2.0,5.0,3.0
1896,13.0,31.0,18.0
1897,14.0,33.0,19.0
1898,0.0,3.0,3.0
1899,35.0,81.0,46.0
1900,42.0,83.0,41.0
1901,3.0,6.0,3.0
1902,14.0,31.0,17.0
1903,32.0,63.0,31.0
1904,3.0,5.0,2.0
1905,8.0,17.0,9.0
1906,4.0,10.0,6.0
1907,10.0,19.0,9.0
1908,0.0,0.0,0.0
1909,11.0,23.0,12.0
1910,7.0,14.0,7.0
1911,6.0,12.0,6.0
1912,53.0,78.0,25.0
1913,2.0,4.0,2.0
1914,6.0,13.0,7.0
1915,10.0,15.0,5.0
1916,3.0,6.0,3.0
1917,7.0,16.0,9.0
1918,9.0,16.0,7.0
1919,20.0,39.0,19.0
1920,6.0,12.0,6.0
1921,15.0,23.0,8.0
1922,0.0,2.0,2.0
