ID,dribbleLost,dribbleTotal,dribbleWon
21948,14.0,31.0,17.0
21949,2.0,8.0,6.0
21950,24.0,48.0,24.0
21951,2.0,4.0,2.0
21952,9.0,19.0,10.0
21953,0.0,2.0,2.0
21954,1.0,3.0,2.0
21955,1.0,4.0,3.0
21956,4.0,12.0,8.0
21957,1.0,2.0,1.0
21958,3.0,5.0,2.0
21959,5.0,10.0,5.0
21960,11.0,26.0,15.0
21961,21.0,41.0,20.0
21962,2.0,6.0,4.0
21963,1.0,2.0,1.0
21964,0.0,3.0,3.0
21965,0.0,1.0,1.0
21966,7.0,9.0,2.0
21967,2.0,3.0,1.0
21968,4.0,6.0,2.0
21969,1.0,4.0,3.0
21970,2.0,8.0,6.0
21971,0.0,0.0,0.0
21972,4.0,10.0,6.0
21973,4.0,5.0,1.0
21974,6.0,13.0,7.0
21975,3.0,6.0,3.0
21976,5.0,9.0,4.0
21977,9.0,15.0,6.0
21978,5.0,7.0,2.0
21979,8.0,11.0,3.0
21980,3.0,6.0,3.0
21981,6.0,12.0,6.0
21982,0.0,1.0,1.0
21983,2.0,4.0,2.0
21984,2.0,5.0,3.0
21985,0.0,2.0,2.0
21986,0.0,3.0,3.0
21987,0.0,1.0,1.0
21988,1.0,2.0,1.0
21989,1.0,5.0,4.0
21990,10.0,13.0,3.0
21991,1.0,2.0,1.0
21992,1.0,3.0,2.0
21993,4.0,4.0,0.0
21994,1.0,3.0,2.0
21995,1.0,3.0,2.0
21996,1.0,1.0,0.0
21997,0.0,1.0,1.0
21998,0.0,0.0,0.0
21999,3.0,4.0,1.0
22000,1.0,1.0,0.0
22001,2.0,2.0,0.0
22002,0.0,0.0,0.0
22003,1.0,1.0,0.0
22004,0.0,0.0,0.0
22005,0.0,1.0,1.0
22006,1.0,1.0,0.0
22007,3.0,3.0,0.0
22008,5.0,21.0,16.0
22009,1.0,1.0,0.0
22010,4.0,5.0,1.0
22011,1.0,3.0,2.0
22012,4.0,11.0,7.0
22013,6.0,19.0,13.0
22014,1.0,7.0,6.0
22015,4.0,10.0,6.0
22016,4.0,7.0,3.0
22017,2.0,4.0,2.0
22018,3.0,6.0,3.0
22019,1.0,3.0,2.0
22020,2.0,3.0,1.0
22021,1.0,3.0,2.0
22022,2.0,2.0,0.0
22023,4.0,7.0,3.0
22024,1.0,8.0,7.0
22025,6.0,12.0,6.0
22026,6.0,11.0,5.0
22027,0.0,2.0,2.0
22028,0.0,1.0,1.0
22029,0.0,3.0,3.0
22030,2.0,4.0,2.0
22031,0.0,0.0,0.0
22032,4.0,8.0,4.0
22033,6.0,21.0,15.0
22034,0.0,1.0,1.0
22035,1.0,4.0,3.0
22036,7.0,14.0,7.0
22037,3.0,6.0,3.0
22038,6.0,13.0,7.0
22039,1.0,1.0,0.0
22040,7.0,12.0,5.0
22041,17.0,31.0,14.0
22042,3.0,9.0,6.0
22043,3.0,9.0,6.0
22044,0.0,1.0,1.0
22045,2.0,4.0,2.0
22046,4.0,9.0,5.0
22047,0.0,0.0,0.0
22048,6.0,10.0,4.0
22049,0.0,0.0,0.0
22050,0.0,1.0,1.0
22051,1.0,2.0,1.0
22052,1.0,6.0,5.0
22053,14.0,24.0,10.0
22054,1.0,1.0,0.0
22055,3.0,6.0,3.0
22056,0.0,1.0,1.0
22057,12.0,16.0,4.0
22058,1.0,2.0,1.0
22059,5.0,7.0,2.0
22060,0.0,0.0,0.0
22061,1.0,2.0,1.0
22062,0.0,0.0,0.0
22063,1.0,1.0,0.0
22064,0.0,2.0,2.0
22065,2.0,5.0,3.0
22066,22.0,60.0,38.0
22067,3.0,6.0,3.0
22068,4.0,10.0,6.0
22069,13.0,26.0,13.0
22070,0.0,0.0,0.0
22071,5.0,11.0,6.0
22072,4.0,12.0,8.0
22073,1.0,1.0,0.0
22074,2.0,5.0,3.0
22075,5.0,11.0,6.0
22076,20.0,36.0,16.0
22077,3.0,6.0,3.0
22078,2.0,5.0,3.0
22079,0.0,0.0,0.0
22080,0.0,1.0,1.0
22081,0.0,4.0,4.0
22082,1.0,2.0,1.0
22083,7.0,8.0,1.0
22084,2.0,9.0,7.0
22085,0.0,0.0,0.0
22086,0.0,0.0,0.0
22087,1.0,2.0,1.0
22088,14.0,26.0,12.0
22089,0.0,0.0,0.0
22090,0.0,2.0,2.0
22091,8.0,11.0,3.0
22092,0.0,1.0,1.0
22093,0.0,1.0,1.0
22094,1.0,2.0,1.0
22095,0.0,0.0,0.0
22096,3.0,4.0,1.0
22097,4.0,4.0,0.0
22098,1.0,3.0,2.0
22099,1.0,1.0,0.0
22100,0.0,0.0,0.0
22101,3.0,6.0,3.0
22102,0.0,2.0,2.0
22103,5.0,5.0,0.0
22104,0.0,1.0,1.0
22105,3.0,3.0,0.0
22106,0.0,0.0,0.0
22107,0.0,2.0,2.0
22108,6.0,9.0,3.0
22109,0.0,0.0,0.0
22110,1.0,2.0,1.0
22111,0.0,0.0,0.0
22112,2.0,3.0,1.0
22113,0.0,0.0,0.0
22114,0.0,0.0,0.0
22115,1.0,1.0,0.0
22116,0.0,3.0,3.0
22117,24.0,53.0,29.0
22118,0.0,1.0,1.0
22119,2.0,6.0,4.0
22120,3.0,10.0,7.0
22121,6.0,18.0,12.0
22122,1.0,3.0,2.0
22123,1.0,7.0,6.0
22124,0.0,0.0,0.0
22125,7.0,18.0,11.0
22126,2.0,4.0,2.0
22127,0.0,3.0,3.0
22128,2.0,2.0,0.0
22129,6.0,15.0,9.0
22130,7.0,11.0,4.0
22131,2.0,2.0,0.0
22132,20.0,29.0,9.0
22133,0.0,1.0,1.0
22134,0.0,1.0,1.0
22135,1.0,2.0,1.0
22136,14.0,34.0,20.0
22137,0.0,2.0,2.0
22138,5.0,7.0,2.0
22139,2.0,3.0,1.0
22140,2.0,3.0,1.0
22141,1.0,3.0,2.0
22142,9.0,19.0,10.0
22143,1.0,3.0,2.0
22144,5.0,8.0,3.0
22145,0.0,2.0,2.0
22146,16.0,36.0,20.0
22147,1.0,1.0,0.0
22148,0.0,0.0,0.0
22149,2.0,6.0,4.0
22150,6.0,13.0,7.0
22151,0.0,2.0,2.0
22152,0.0,1.0,1.0
22153,14.0,32.0,18.0
22154,7.0,10.0,3.0
22155,1.0,4.0,3.0
22156,7.0,14.0,7.0
22157,11.0,23.0,12.0
22158,3.0,9.0,6.0
22159,2.0,6.0,4.0
22160,12.0,20.0,8.0
22161,1.0,2.0,1.0
22162,2.0,10.0,8.0
22163,1.0,2.0,1.0
22164,4.0,9.0,5.0
22165,6.0,11.0,5.0
22166,1.0,3.0,2.0
22167,1.0,3.0,2.0
22168,3.0,5.0,2.0
22169,3.0,5.0,2.0
22170,0.0,3.0,3.0
22171,2.0,3.0,1.0
22172,2.0,8.0,6.0
22173,0.0,1.0,1.0
22174,6.0,10.0,4.0
22175,1.0,2.0,1.0
22176,0.0,0.0,0.0
22177,1.0,5.0,4.0
22178,7.0,15.0,8.0
22179,0.0,0.0,0.0
22180,2.0,2.0,0.0
22181,5.0,7.0,2.0
22182,4.0,9.0,5.0
22183,6.0,9.0,3.0
22184,2.0,6.0,4.0
22185,1.0,1.0,0.0
22186,4.0,6.0,2.0
22187,3.0,4.0,1.0
22188,0.0,0.0,0.0
22189,0.0,1.0,1.0
22190,1.0,4.0,3.0
22191,2.0,2.0,0.0
22192,3.0,6.0,3.0
22193,4.0,5.0,1.0
22194,1.0,1.0,0.0
22195,0.0,0.0,0.0
22196,2.0,2.0,0.0
22197,0.0,0.0,0.0
22198,0.0,0.0,0.0
22199,0.0,0.0,0.0
22200,0.0,0.0,0.0
22201,1.0,2.0,1.0
22202,1.0,3.0,2.0
22203,0.0,2.0,2.0
22204,4.0,6.0,2.0
22205,1.0,4.0,3.0
22206,3.0,20.0,17.0
22207,1.0,1.0,0.0
22208,1.0,4.0,3.0
22209,6.0,14.0,8.0
22210,5.0,9.0,4.0
22211,2.0,6.0,4.0
22212,2.0,4.0,2.0
22213,0.0,1.0,1.0
22214,1.0,2.0,1.0
22215,1.0,5.0,4.0
22216,3.0,7.0,4.0
22217,13.0,40.0,27.0
22218,2.0,6.0,4.0
22219,20.0,40.0,20.0
22220,5.0,10.0,5.0
22221,5.0,5.0,0.0
22222,5.0,6.0,1.0
22223,9.0,11.0,2.0
22224,3.0,6.0,3.0
22225,0.0,0.0,0.0
22226,2.0,3.0,1.0
22227,5.0,8.0,3.0
22228,1.0,2.0,1.0
22229,7.0,10.0,3.0
22230,0.0,0.0,0.0
22231,1.0,3.0,2.0
22232,0.0,0.0,0.0
22233,3.0,6.0,3.0
22234,3.0,3.0,0.0
22235,1.0,2.0,1.0
22236,1.0,1.0,0.0
22237,2.0,2.0,0.0
22238,8.0,16.0,8.0
22239,1.0,5.0,4.0
22240,3.0,12.0,9.0
22241,2.0,10.0,8.0
22242,0.0,1.0,1.0
22243,1.0,2.0,1.0
22244,0.0,0.0,0.0
22245,4.0,12.0,8.0
22246,2.0,4.0,2.0
22247,3.0,5.0,2.0
22248,1.0,2.0,1.0
22249,3.0,6.0,3.0
22250,0.0,1.0,1.0
22251,7.0,14.0,7.0
22252,1.0,3.0,2.0
22253,2.0,2.0,0.0
22254,4.0,5.0,1.0
22255,0.0,1.0,1.0
22256,2.0,3.0,1.0
22257,1.0,4.0,3.0
22258,0.0,3.0,3.0
22259,4.0,7.0,3.0
22260,1.0,3.0,2.0
22261,0.0,3.0,3.0
22262,8.0,12.0,4.0
22263,0.0,0.0,0.0
22264,1.0,2.0,1.0
22265,0.0,1.0,1.0
22266,0.0,0.0,0.0
22267,0.0,1.0,1.0
22268,0.0,1.0,1.0
22269,1.0,1.0,0.0
22270,0.0,0.0,0.0
22271,1.0,2.0,1.0
22272,1.0,1.0,0.0
22273,2.0,2.0,0.0
22274,0.0,0.0,0.0
22275,1.0,1.0,0.0
22276,2.0,2.0,0.0
22277,2.0,2.0,0.0
22278,2.0,8.0,6.0
22279,0.0,2.0,2.0
22280,2.0,2.0,0.0
22281,5.0,18.0,13.0
22282,8.0,15.0,7.0
22283,7.0,16.0,9.0
22284,2.0,4.0,2.0
22285,2.0,4.0,2.0
22286,2.0,3.0,1.0
22287,1.0,2.0,1.0
22288,1.0,2.0,1.0
22289,0.0,0.0,0.0
22290,0.0,0.0,0.0
22291,0.0,0.0,0.0
22292,2.0,4.0,2.0
22293,4.0,23.0,19.0
22294,1.0,4.0,3.0
22295,1.0,1.0,0.0
22296,7.0,14.0,7.0
22297,0.0,0.0,0.0
22298,0.0,2.0,2.0
22299,4.0,6.0,2.0
22300,22.0,51.0,29.0
22301,5.0,8.0,3.0
22302,11.0,21.0,10.0
22303,1.0,2.0,1.0
22304,41.0,90.0,49.0
22305,4.0,9.0,5.0
22306,0.0,0.0,0.0
22307,4.0,7.0,3.0
22308,14.0,35.0,21.0
22309,9.0,16.0,7.0
22310,2.0,9.0,7.0
22311,4.0,9.0,5.0
22312,8.0,14.0,6.0
22313,9.0,21.0,12.0
22314,0.0,0.0,0.0
22315,0.0,1.0,1.0
22316,1.0,2.0,1.0
22317,4.0,12.0,8.0
22318,3.0,3.0,0.0
22319,4.0,6.0,2.0
22320,2.0,5.0,3.0
22321,0.0,0.0,0.0
22322,1.0,2.0,1.0
22323,0.0,0.0,0.0
22324,23.0,34.0,11.0
22325,1.0,1.0,0.0
22326,3.0,7.0,4.0
22327,0.0,0.0,0.0
22328,0.0,0.0,0.0
22329,0.0,0.0,0.0
22330,2.0,4.0,2.0
22331,2.0,4.0,2.0
22332,0.0,1.0,1.0
22333,0.0,0.0,0.0
22334,3.0,4.0,1.0
22335,0.0,0.0,0.0
22336,3.0,9.0,6.0
22337,0.0,0.0,0.0
22338,2.0,3.0,1.0
22339,2.0,3.0,1.0
22340,3.0,4.0,1.0
22341,4.0,8.0,4.0
22342,0.0,2.0,2.0
22343,16.0,33.0,17.0
22344,1.0,2.0,1.0
22345,1.0,1.0,0.0
22346,0.0,2.0,2.0
22347,23.0,60.0,37.0
22348,3.0,10.0,7.0
22349,8.0,12.0,4.0
22350,0.0,2.0,2.0
22351,0.0,0.0,0.0
22352,0.0,0.0,0.0
22353,2.0,4.0,2.0
22354,1.0,4.0,3.0
22355,4.0,7.0,3.0
22356,1.0,1.0,0.0
22357,0.0,1.0,1.0
22358,3.0,7.0,4.0
22359,0.0,1.0,1.0
22360,6.0,14.0,8.0
22361,1.0,4.0,3.0
22362,4.0,13.0,9.0
22363,1.0,1.0,0.0
22364,0.0,0.0,0.0
22365,2.0,2.0,0.0
22366,2.0,4.0,2.0
22367,3.0,7.0,4.0
22368,1.0,3.0,2.0
22369,4.0,6.0,2.0
22370,0.0,0.0,0.0
22371,0.0,2.0,2.0
22372,1.0,2.0,1.0
22373,7.0,8.0,1.0
22374,0.0,0.0,0.0
22375,1.0,1.0,0.0
22376,2.0,3.0,1.0
22377,2.0,2.0,0.0
22378,3.0,7.0,4.0
22379,0.0,0.0,0.0
22380,1.0,1.0,0.0
22381,0.0,0.0,0.0
22382,0.0,0.0,0.0
22383,1.0,1.0,0.0
22384,0.0,0.0,0.0
22385,1.0,1.0,0.0
22386,3.0,3.0,0.0
22387,0.0,0.0,0.0
22388,0.0,0.0,0.0
22389,2.0,3.0,1.0
22390,1.0,3.0,2.0
22391,5.0,16.0,11.0
22392,0.0,0.0,0.0
22393,8.0,17.0,9.0
22394,3.0,11.0,8.0
22395,6.0,21.0,15.0
22396,2.0,9.0,7.0
22397,4.0,5.0,1.0
22398,20.0,43.0,23.0
22399,5.0,29.0,24.0
22400,4.0,9.0,5.0
22401,0.0,1.0,1.0
22402,12.0,21.0,9.0
22403,8.0,15.0,7.0
22404,3.0,9.0,6.0
22405,6.0,8.0,2.0
22406,0.0,1.0,1.0
22407,1.0,3.0,2.0
22408,0.0,4.0,4.0
22409,2.0,3.0,1.0
22410,0.0,0.0,0.0
22411,0.0,5.0,5.0
22412,1.0,3.0,2.0
22413,0.0,5.0,5.0
22414,6.0,9.0,3.0
22415,7.0,14.0,7.0
22416,1.0,2.0,1.0
22417,0.0,0.0,0.0
22418,3.0,5.0,2.0
22419,9.0,15.0,6.0
22420,0.0,4.0,4.0
22421,1.0,1.0,0.0
22422,2.0,6.0,4.0
22423,1.0,2.0,1.0
22424,1.0,2.0,1.0
22425,1.0,1.0,0.0
22426,0.0,1.0,1.0
22427,1.0,2.0,1.0
22428,3.0,5.0,2.0
22429,2.0,3.0,1.0
22430,1.0,2.0,1.0
22431,0.0,0.0,0.0
22432,2.0,9.0,7.0
22433,2.0,2.0,0.0
22434,2.0,2.0,0.0
22435,0.0,0.0,0.0
22436,2.0,3.0,1.0
22437,0.0,2.0,2.0
22438,1.0,1.0,0.0
22439,4.0,4.0,0.0
22440,1.0,1.0,0.0
22441,0.0,0.0,0.0
22442,6.0,8.0,2.0
22443,0.0,0.0,0.0
22444,1.0,1.0,0.0
22445,0.0,0.0,0.0
22446,1.0,1.0,0.0
22447,1.0,1.0,0.0
22448,0.0,0.0,0.0
22449,2.0,2.0,0.0
22450,1.0,1.0,0.0
22451,1.0,5.0,4.0
22452,1.0,3.0,2.0
22453,0.0,4.0,4.0
22454,0.0,4.0,4.0
22455,4.0,14.0,10.0
22456,12.0,33.0,21.0
22457,0.0,2.0,2.0
22458,9.0,25.0,16.0
22459,0.0,2.0,2.0
22460,3.0,5.0,2.0
22461,0.0,2.0,2.0
22462,2.0,5.0,3.0
22463,2.0,2.0,0.0
22464,3.0,5.0,2.0
22465,0.0,1.0,1.0
22466,0.0,2.0,2.0
22467,1.0,1.0,0.0
22468,1.0,2.0,1.0
22469,9.0,24.0,15.0
22470,34.0,66.0,32.0
22471,14.0,32.0,18.0
22472,2.0,3.0,1.0
22473,11.0,24.0,13.0
22474,9.0,20.0,11.0
22475,0.0,2.0,2.0
22476,1.0,3.0,2.0
22477,0.0,1.0,1.0
22478,2.0,3.0,1.0
22479,5.0,15.0,10.0
22480,1.0,3.0,2.0
22481,2.0,3.0,1.0
22482,4.0,19.0,15.0
22483,13.0,20.0,7.0
22484,5.0,6.0,1.0
22485,1.0,4.0,3.0
22486,0.0,2.0,2.0
22487,2.0,4.0,2.0
22488,1.0,6.0,5.0
22489,2.0,4.0,2.0
22490,1.0,3.0,2.0
22491,4.0,10.0,6.0
22492,4.0,9.0,5.0
22493,2.0,4.0,2.0
22494,0.0,1.0,1.0
22495,2.0,7.0,5.0
22496,0.0,2.0,2.0
22497,3.0,7.0,4.0
22498,0.0,0.0,0.0
22499,2.0,4.0,2.0
22500,3.0,6.0,3.0
22501,0.0,1.0,1.0
22502,3.0,9.0,6.0
22503,0.0,1.0,1.0
22504,0.0,0.0,0.0
22505,0.0,3.0,3.0
22506,2.0,9.0,7.0
22507,1.0,2.0,1.0
22508,0.0,0.0,0.0
22509,5.0,8.0,3.0
22510,3.0,3.0,0.0
22511,1.0,1.0,0.0
22512,5.0,7.0,2.0
22513,2.0,4.0,2.0
22514,3.0,4.0,1.0
22515,0.0,0.0,0.0
22516,2.0,4.0,2.0
22517,3.0,3.0,0.0
22518,1.0,3.0,2.0
22519,1.0,1.0,0.0
22520,0.0,2.0,2.0
22521,3.0,3.0,0.0
22522,0.0,0.0,0.0
22523,0.0,0.0,0.0
22524,0.0,0.0,0.0
22525,1.0,1.0,0.0
22526,4.0,4.0,0.0
22527,2.0,10.0,8.0
22528,0.0,3.0,3.0
22529,19.0,55.0,36.0
22530,6.0,31.0,25.0
22531,0.0,3.0,3.0
22532,2.0,5.0,3.0
22533,3.0,4.0,1.0
22534,2.0,4.0,2.0
22535,0.0,1.0,1.0
22536,0.0,1.0,1.0
22537,0.0,1.0,1.0
22538,25.0,56.0,31.0
22539,3.0,7.0,4.0
22540,0.0,3.0,3.0
22541,0.0,2.0,2.0
22542,1.0,2.0,1.0
22543,2.0,5.0,3.0
22544,0.0,0.0,0.0
22545,1.0,3.0,2.0
22546,0.0,7.0,7.0
22547,3.0,8.0,5.0
22548,0.0,1.0,1.0
22549,4.0,13.0,9.0
22550,2.0,5.0,3.0
22551,0.0,0.0,0.0
22552,1.0,3.0,2.0
22553,2.0,3.0,1.0
22554,3.0,6.0,3.0
22555,0.0,0.0,0.0
22556,1.0,1.0,0.0
22557,3.0,4.0,1.0
22558,5.0,12.0,7.0
22559,3.0,8.0,5.0
22560,9.0,10.0,1.0
22561,10.0,23.0,13.0
22562,14.0,34.0,20.0
22563,1.0,6.0,5.0
22564,1.0,2.0,1.0
22565,2.0,4.0,2.0
22566,13.0,20.0,7.0
22567,1.0,6.0,5.0
22568,14.0,37.0,23.0
22569,0.0,2.0,2.0
22570,8.0,16.0,8.0
22571,1.0,1.0,0.0
22572,1.0,1.0,0.0
22573,0.0,0.0,0.0
22574,1.0,1.0,0.0
22575,2.0,5.0,3.0
22576,5.0,7.0,2.0
22577,2.0,6.0,4.0
22578,11.0,16.0,5.0
22579,2.0,6.0,4.0
22580,1.0,3.0,2.0
22581,11.0,20.0,9.0
22582,3.0,5.0,2.0
22583,0.0,0.0,0.0
22584,0.0,0.0,0.0
22585,3.0,6.0,3.0
22586,1.0,2.0,1.0
22587,1.0,2.0,1.0
22588,2.0,3.0,1.0
22589,1.0,3.0,2.0
22590,1.0,2.0,1.0
22591,5.0,13.0,8.0
22592,2.0,3.0,1.0
22593,0.0,2.0,2.0
22594,0.0,0.0,0.0
22595,0.0,2.0,2.0
22596,0.0,1.0,1.0
22597,4.0,5.0,1.0
22598,0.0,0.0,0.0
22599,0.0,0.0,0.0
22600,0.0,0.0,0.0
22601,2.0,3.0,1.0
22602,0.0,0.0,0.0
22603,1.0,1.0,0.0
22604,1.0,2.0,1.0
22605,0.0,0.0,0.0
22606,0.0,0.0,0.0
22607,0.0,0.0,0.0
22608,1.0,1.0,0.0
22609,0.0,0.0,0.0
22610,0.0,0.0,0.0
22611,0.0,0.0,0.0
22612,5.0,10.0,5.0
22613,2.0,10.0,8.0
22614,1.0,5.0,4.0
22615,3.0,4.0,1.0
22616,2.0,14.0,12.0
22617,3.0,10.0,7.0
22618,17.0,45.0,28.0
22619,1.0,5.0,4.0
22620,1.0,1.0,0.0
22621,5.0,19.0,14.0
22622,1.0,1.0,0.0
22623,11.0,28.0,17.0
22624,0.0,5.0,5.0
22625,2.0,5.0,3.0
22626,7.0,17.0,10.0
22627,0.0,0.0,0.0
22628,2.0,5.0,3.0
22629,0.0,2.0,2.0
22630,7.0,33.0,26.0
22631,7.0,17.0,10.0
22632,0.0,4.0,4.0
22633,1.0,11.0,10.0
22634,3.0,5.0,2.0
22635,8.0,12.0,4.0
22636,7.0,21.0,14.0
22637,1.0,3.0,2.0
22638,6.0,9.0,3.0
22639,0.0,5.0,5.0
22640,0.0,1.0,1.0
22641,11.0,26.0,15.0
22642,1.0,4.0,3.0
22643,21.0,48.0,27.0
22644,15.0,43.0,28.0
22645,44.0,83.0,39.0
22646,10.0,26.0,16.0
22647,3.0,8.0,5.0
22648,20.0,30.0,10.0
22649,2.0,8.0,6.0
22650,7.0,12.0,5.0
22651,2.0,4.0,2.0
22652,1.0,3.0,2.0
22653,19.0,42.0,23.0
22654,7.0,15.0,8.0
22655,20.0,47.0,27.0
22656,5.0,7.0,2.0
22657,1.0,3.0,2.0
22658,2.0,4.0,2.0
22659,2.0,3.0,1.0
22660,3.0,8.0,5.0
22661,4.0,5.0,1.0
22662,1.0,4.0,3.0
22663,0.0,1.0,1.0
22664,0.0,1.0,1.0
22665,1.0,3.0,2.0
22666,1.0,2.0,1.0
22667,3.0,4.0,1.0
22668,1.0,2.0,1.0
22669,0.0,4.0,4.0
22670,1.0,4.0,3.0
22671,1.0,3.0,2.0
22672,2.0,4.0,2.0
22673,3.0,8.0,5.0
22674,0.0,0.0,0.0
22675,1.0,3.0,2.0
22676,2.0,2.0,0.0
22677,2.0,3.0,1.0
22678,5.0,10.0,5.0
22679,1.0,2.0,1.0
22680,0.0,2.0,2.0
22681,0.0,1.0,1.0
22682,2.0,2.0,0.0
22683,11.0,17.0,6.0
22684,1.0,1.0,0.0
22685,1.0,2.0,1.0
22686,1.0,1.0,0.0
22687,0.0,1.0,1.0
22688,0.0,0.0,0.0
22689,0.0,2.0,2.0
22690,0.0,1.0,1.0
22691,3.0,4.0,1.0
22692,1.0,1.0,0.0
22693,0.0,0.0,0.0
22694,2.0,4.0,2.0
22695,1.0,2.0,1.0
22696,2.0,3.0,1.0
22697,8.0,12.0,4.0
22698,1.0,3.0,2.0
22699,0.0,1.0,1.0
22700,0.0,3.0,3.0
22701,3.0,3.0,0.0
22702,3.0,6.0,3.0
22703,3.0,5.0,2.0
22704,4.0,7.0,3.0
22705,1.0,3.0,2.0
22706,29.0,58.0,29.0
22707,10.0,18.0,8.0
22708,4.0,12.0,8.0
22709,1.0,5.0,4.0
22710,5.0,10.0,5.0
22711,1.0,2.0,1.0
22712,0.0,3.0,3.0
22713,0.0,1.0,1.0
22714,8.0,14.0,6.0
22715,2.0,4.0,2.0
22716,11.0,16.0,5.0
22717,10.0,18.0,8.0
22718,9.0,17.0,8.0
22719,14.0,20.0,6.0
22720,7.0,12.0,5.0
22721,10.0,18.0,8.0
22722,2.0,3.0,1.0
22723,3.0,10.0,7.0
22724,3.0,5.0,2.0
22725,4.0,10.0,6.0
22726,0.0,0.0,0.0
22727,0.0,0.0,0.0
22728,0.0,0.0,0.0
22729,3.0,3.0,0.0
22730,0.0,0.0,0.0
22731,1.0,1.0,0.0
22732,3.0,4.0,1.0
22733,2.0,3.0,1.0
22734,2.0,3.0,1.0
22735,0.0,1.0,1.0
22736,1.0,2.0,1.0
22737,6.0,11.0,5.0
22738,5.0,7.0,2.0
22739,1.0,2.0,1.0
22740,3.0,5.0,2.0
22741,3.0,5.0,2.0
22742,1.0,2.0,1.0
22743,7.0,17.0,10.0
22744,2.0,3.0,1.0
22745,6.0,13.0,7.0
22746,12.0,19.0,7.0
22747,1.0,2.0,1.0
22748,0.0,0.0,0.0
22749,1.0,1.0,0.0
22750,0.0,1.0,1.0
22751,3.0,4.0,1.0
22752,1.0,1.0,0.0
22753,1.0,3.0,2.0
22754,0.0,0.0,0.0
22755,0.0,0.0,0.0
22756,3.0,4.0,1.0
22757,3.0,4.0,1.0
22758,0.0,2.0,2.0
22759,3.0,3.0,0.0
22760,0.0,0.0,0.0
22761,1.0,1.0,0.0
22762,1.0,2.0,1.0
22763,3.0,4.0,1.0
22764,0.0,0.0,0.0
22765,0.0,0.0,0.0
22766,1.0,1.0,0.0
22767,0.0,0.0,0.0
22768,0.0,1.0,1.0
22769,0.0,1.0,1.0
22770,3.0,3.0,0.0
22771,0.0,0.0,0.0
22772,0.0,0.0,0.0
22773,3.0,8.0,5.0
22774,4.0,10.0,6.0
22775,1.0,5.0,4.0
22776,0.0,1.0,1.0
22777,1.0,2.0,1.0
22778,3.0,9.0,6.0
22779,0.0,1.0,1.0
22780,0.0,4.0,4.0
22781,2.0,2.0,0.0
22782,2.0,2.0,0.0
22783,0.0,0.0,0.0
22784,1.0,4.0,3.0
22785,1.0,3.0,2.0
22786,6.0,9.0,3.0
22787,6.0,9.0,3.0
22788,2.0,3.0,1.0
22789,10.0,19.0,9.0
22790,1.0,3.0,2.0
22791,8.0,13.0,5.0
22792,1.0,3.0,2.0
22793,8.0,17.0,9.0
22794,0.0,2.0,2.0
22795,0.0,0.0,0.0
22796,3.0,6.0,3.0
22797,4.0,5.0,1.0
22798,0.0,2.0,2.0
22799,4.0,7.0,3.0
22800,1.0,1.0,0.0
22801,1.0,4.0,3.0
22802,4.0,7.0,3.0
22803,0.0,1.0,1.0
22804,6.0,24.0,18.0
22805,1.0,3.0,2.0
22806,1.0,1.0,0.0
22807,15.0,32.0,17.0
22808,0.0,1.0,1.0
22809,1.0,6.0,5.0
22810,2.0,6.0,4.0
22811,2.0,4.0,2.0
22812,5.0,5.0,0.0
22813,0.0,1.0,1.0
22814,3.0,7.0,4.0
22815,2.0,4.0,2.0
22816,7.0,14.0,7.0
22817,1.0,1.0,0.0
22818,3.0,4.0,1.0
22819,3.0,3.0,0.0
22820,0.0,2.0,2.0
22821,0.0,0.0,0.0
22822,2.0,3.0,1.0
22823,3.0,7.0,4.0
22824,4.0,5.0,1.0
22825,3.0,3.0,0.0
22826,2.0,3.0,1.0
22827,2.0,4.0,2.0
22828,1.0,3.0,2.0
22829,0.0,7.0,7.0
22830,1.0,2.0,1.0
22831,8.0,12.0,4.0
22832,2.0,4.0,2.0
22833,0.0,2.0,2.0
22834,3.0,3.0,0.0
22835,1.0,1.0,0.0
22836,1.0,2.0,1.0
22837,0.0,0.0,0.0
22838,0.0,0.0,0.0
22839,6.0,6.0,0.0
22840,1.0,1.0,0.0
22841,1.0,1.0,0.0
22842,0.0,0.0,0.0
22843,2.0,2.0,0.0
22844,1.0,2.0,1.0
22845,0.0,0.0,0.0
22846,3.0,5.0,2.0
22847,1.0,4.0,3.0
22848,0.0,0.0,0.0
22849,0.0,0.0,0.0
22850,2.0,2.0,0.0
22851,3.0,4.0,1.0
22852,2.0,2.0,0.0
22853,1.0,2.0,1.0
22854,4.0,5.0,1.0
22855,1.0,2.0,1.0
22856,4.0,4.0,0.0
22857,0.0,0.0,0.0
22858,1.0,9.0,8.0
22859,1.0,1.0,0.0
22860,3.0,8.0,5.0
22861,2.0,5.0,3.0
22862,3.0,7.0,4.0
22863,2.0,5.0,3.0
22864,2.0,7.0,5.0
22865,0.0,0.0,0.0
22866,0.0,1.0,1.0
22867,17.0,47.0,30.0
22868,4.0,13.0,9.0
22869,20.0,36.0,16.0
22870,18.0,29.0,11.0
22871,6.0,10.0,4.0
22872,25.0,67.0,42.0
22873,35.0,78.0,43.0
22874,4.0,4.0,0.0
22875,2.0,8.0,6.0
22876,9.0,17.0,8.0
22877,2.0,5.0,3.0
22878,3.0,7.0,4.0
