ID,turnover,dispossessed
33378,6.0,1.0
33379,1.0,0.0
33380,0.0,0.0
33381,5.0,8.0
33382,4.0,1.0
33383,2.0,1.0
33384,1.0,2.0
33385,7.0,6.0
33386,2.0,0.0
33387,4.0,1.0
33388,0.0,2.0
33389,2.0,1.0
33390,0.0,0.0
33391,0.0,1.0
33392,0.0,7.0
33393,2.0,1.0
33394,0.0,1.0
33395,2.0,1.0
33396,6.0,1.0
33397,1.0,0.0
33398,1.0,1.0
33399,0.0,1.0
33400,2.0,1.0
33401,0.0,0.0
33402,3.0,3.0
33403,0.0,1.0
33404,4.0,0.0
33405,0.0,0.0
33406,1.0,0.0
33407,1.0,0.0
33408,4.0,0.0
33409,2.0,0.0
33410,1.0,4.0
33411,2.0,0.0
33412,1.0,0.0
33413,0.0,0.0
33414,0.0,2.0
33415,3.0,2.0
33416,0.0,1.0
33417,0.0,0.0
33418,3.0,2.0
33419,0.0,2.0
33420,1.0,0.0
33421,3.0,3.0
33422,1.0,2.0
33423,1.0,2.0
33424,1.0,0.0
33425,2.0,0.0
33426,3.0,4.0
33427,1.0,1.0
33428,3.0,5.0
33429,3.0,2.0
33430,0.0,0.0
33431,1.0,0.0
33432,2.0,1.0
33433,2.0,2.0
33434,9.0,4.0
33435,6.0,3.0
33436,2.0,3.0
33437,0.0,0.0
33438,0.0,0.0
33439,2.0,0.0
33440,0.0,0.0
33441,3.0,2.0
33442,1.0,1.0
33443,1.0,0.0
33444,3.0,1.0
33445,1.0,0.0
33446,5.0,1.0
33447,0.0,0.0
33448,1.0,1.0
33449,1.0,0.0
33450,2.0,0.0
33451,0.0,1.0
33452,1.0,0.0
33453,1.0,0.0
33454,1.0,0.0
33455,4.0,3.0
33456,4.0,1.0
33457,0.0,1.0
33458,0.0,0.0
33459,2.0,1.0
33460,2.0,0.0
33461,2.0,2.0
33462,1.0,4.0
33463,0.0,0.0
33464,3.0,2.0
33465,3.0,0.0
33466,1.0,1.0
33467,2.0,0.0
33468,1.0,0.0
33469,3.0,3.0
33470,2.0,0.0
33471,1.0,2.0
33472,0.0,0.0
33473,1.0,1.0
33474,0.0,1.0
33475,0.0,0.0
33476,4.0,3.0
33477,0.0,2.0
33478,1.0,0.0
33479,0.0,2.0
33480,2.0,2.0
33481,0.0,1.0
33482,3.0,0.0
33483,4.0,1.0
33484,1.0,0.0
33485,4.0,0.0
33486,0.0,0.0
33487,2.0,1.0
33488,0.0,2.0
33489,1.0,1.0
33490,0.0,0.0
33491,1.0,1.0
33492,0.0,0.0
33493,1.0,0.0
33494,2.0,0.0
33495,5.0,0.0
33496,1.0,2.0
33497,4.0,3.0
33498,2.0,0.0
33499,4.0,3.0
33500,0.0,0.0
33501,1.0,0.0
33502,2.0,0.0
33503,1.0,0.0
33504,3.0,1.0
33505,3.0,1.0
33506,0.0,0.0
33507,4.0,3.0
33508,3.0,1.0
33509,0.0,0.0
33510,1.0,3.0
33511,0.0,0.0
33512,3.0,1.0
33513,2.0,3.0
33514,1.0,1.0
33515,1.0,1.0
33516,1.0,2.0
33517,1.0,1.0
33518,2.0,1.0
33519,0.0,1.0
33520,3.0,4.0
33521,1.0,2.0
33522,1.0,2.0
33523,7.0,0.0
33524,1.0,0.0
33525,0.0,0.0
33526,0.0,0.0
33527,5.0,4.0
33528,1.0,0.0
33529,2.0,0.0
33530,0.0,1.0
33531,5.0,1.0
33532,4.0,3.0
33533,2.0,3.0
33534,2.0,1.0
33535,2.0,1.0
33536,2.0,1.0
33537,1.0,0.0
33538,5.0,2.0
33539,2.0,0.0
33540,2.0,1.0
33541,0.0,0.0
33542,0.0,2.0
33543,0.0,0.0
33544,4.0,2.0
33545,0.0,0.0
33546,1.0,0.0
33547,2.0,1.0
33548,1.0,0.0
33549,1.0,1.0
33550,2.0,1.0
33551,1.0,0.0
33552,5.0,0.0
33553,2.0,2.0
33554,5.0,3.0
33555,1.0,0.0
33556,2.0,1.0
33557,3.0,1.0
33558,2.0,1.0
33559,0.0,1.0
33560,0.0,0.0
33561,0.0,0.0
33562,3.0,5.0
33563,0.0,1.0
33564,1.0,0.0
33565,4.0,0.0
33566,0.0,1.0
33567,6.0,2.0
33568,2.0,0.0
33569,0.0,1.0
33570,5.0,0.0
33571,0.0,0.0
33572,3.0,1.0
33573,1.0,0.0
33574,3.0,1.0
33575,2.0,0.0
33576,1.0,0.0
33577,3.0,2.0
33578,0.0,1.0
33579,1.0,0.0
33580,3.0,0.0
33581,3.0,0.0
33582,0.0,0.0
33583,1.0,1.0
33584,1.0,0.0
33585,3.0,2.0
33586,2.0,5.0
33587,0.0,0.0
33588,0.0,1.0
33589,0.0,0.0
33590,2.0,1.0
33591,2.0,1.0
33592,0.0,1.0
33593,1.0,0.0
33594,0.0,2.0
33595,0.0,0.0
33596,1.0,1.0
33597,1.0,0.0
33598,1.0,0.0
33599,1.0,2.0
33600,2.0,2.0
33601,1.0,0.0
33602,0.0,0.0
33603,2.0,0.0
33604,3.0,1.0
33605,2.0,3.0
33606,2.0,0.0
33607,1.0,2.0
33608,0.0,0.0
33609,4.0,1.0
33610,0.0,0.0
33611,3.0,1.0
33612,0.0,0.0
33613,1.0,6.0
33614,5.0,2.0
33615,3.0,4.0
33616,2.0,0.0
33617,1.0,0.0
33618,2.0,1.0
33619,8.0,3.0
33620,2.0,0.0
33621,1.0,1.0
33622,19.0,19.0
33623,11.0,3.0
33624,1.0,2.0
33625,31.0,12.0
33626,6.0,5.0
33627,10.0,3.0
33628,17.0,14.0
33629,7.0,0.0
33630,3.0,1.0
33631,29.0,20.0
33632,28.0,12.0
33633,8.0,4.0
33634,19.0,19.0
33635,2.0,1.0
33636,4.0,1.0
33637,1.0,3.0
33638,12.0,12.0
33639,11.0,5.0
33640,1.0,5.0
33641,12.0,9.0
33642,12.0,5.0
33643,35.0,21.0
33644,15.0,6.0
33645,1.0,0.0
33646,1.0,0.0
33647,13.0,10.0
33648,0.0,2.0
33649,18.0,8.0
33650,4.0,5.0
33651,17.0,8.0
33652,3.0,2.0
33653,2.0,1.0
33654,3.0,0.0
33655,1.0,1.0
33656,3.0,0.0
33657,0.0,1.0
33658,1.0,2.0
33659,2.0,0.0
33660,1.0,0.0
33661,0.0,0.0
33662,4.0,0.0
33663,2.0,3.0
33664,2.0,1.0
33665,1.0,2.0
33666,0.0,0.0
33667,3.0,4.0
33668,1.0,6.0
33669,1.0,0.0
33670,1.0,2.0
33671,3.0,1.0
33672,3.0,2.0
33673,4.0,4.0
33674,53.0,27.0
33675,0.0,1.0
33676,3.0,0.0
33677,0.0,1.0
33678,9.0,3.0
33679,3.0,2.0
33680,6.0,1.0
33681,3.0,1.0
33682,30.0,38.0
33683,56.0,41.0
33684,31.0,16.0
33685,6.0,3.0
33686,8.0,10.0
33687,10.0,6.0
33688,6.0,0.0
33689,9.0,3.0
33690,6.0,4.0
33691,12.0,7.0
33692,2.0,1.0
33693,6.0,7.0
33694,1.0,0.0
33695,1.0,3.0
33696,11.0,6.0
33697,4.0,7.0
33698,10.0,7.0
33699,15.0,12.0
33700,5.0,1.0
33701,1.0,1.0
33702,3.0,1.0
33703,9.0,3.0
33704,0.0,0.0
33705,14.0,12.0
33706,4.0,2.0
33707,16.0,9.0
33708,2.0,1.0
33709,7.0,5.0
33710,10.0,8.0
33711,1.0,2.0
33712,4.0,4.0
33713,28.0,14.0
33714,1.0,3.0
33715,4.0,3.0
33716,1.0,0.0
33717,4.0,0.0
33718,2.0,1.0
33719,4.0,2.0
33720,18.0,11.0
33721,3.0,5.0
33722,8.0,8.0
33723,1.0,1.0
33724,0.0,0.0
33725,4.0,2.0
33726,5.0,1.0
33727,1.0,1.0
33728,2.0,2.0
33729,0.0,0.0
33730,1.0,4.0
33731,2.0,0.0
33732,2.0,0.0
33733,2.0,2.0
33734,2.0,3.0
33735,3.0,1.0
33736,3.0,1.0
33737,4.0,2.0
33738,2.0,4.0
33739,3.0,3.0
33740,3.0,2.0
33741,4.0,0.0
33742,2.0,0.0
33743,39.0,46.0
33744,37.0,16.0
33745,2.0,4.0
33746,8.0,16.0
33747,2.0,0.0
33748,6.0,3.0
33749,5.0,1.0
33750,11.0,5.0
33751,4.0,0.0
33752,41.0,40.0
33753,15.0,5.0
33754,2.0,1.0
33755,12.0,11.0
33756,3.0,6.0
33757,7.0,8.0
33758,8.0,5.0
33759,3.0,1.0
33760,3.0,0.0
33761,8.0,3.0
33762,1.0,0.0
33763,6.0,2.0
33764,5.0,0.0
33765,19.0,11.0
33766,8.0,2.0
33767,26.0,31.0
33768,22.0,10.0
33769,3.0,3.0
33770,7.0,4.0
33771,18.0,13.0
33772,30.0,22.0
33773,48.0,17.0
33774,3.0,2.0
33775,4.0,6.0
33776,2.0,0.0
33777,0.0,0.0
33778,5.0,6.0
33779,2.0,1.0
33780,3.0,2.0
33781,1.0,0.0
33782,3.0,0.0
33783,6.0,7.0
33784,2.0,0.0
33785,2.0,3.0
33786,0.0,0.0
33787,5.0,0.0
33788,2.0,1.0
33789,0.0,0.0
33790,14.0,8.0
33791,3.0,2.0
33792,5.0,4.0
33793,4.0,2.0
33794,4.0,3.0
33795,3.0,6.0
33796,6.0,3.0
33797,2.0,0.0
33798,3.0,0.0
33799,2.0,1.0
33800,3.0,5.0
33801,0.0,0.0
33802,4.0,2.0
33803,23.0,2.0
33804,29.0,16.0
33805,1.0,0.0
33806,5.0,3.0
33807,6.0,1.0
33808,2.0,3.0
33809,0.0,0.0
33810,7.0,2.0
33811,0.0,1.0
33812,2.0,1.0
33813,3.0,1.0
33814,3.0,1.0
33815,12.0,3.0
33816,0.0,1.0
33817,0.0,0.0
33818,4.0,1.0
33819,3.0,1.0
33820,11.0,1.0
33821,2.0,0.0
33822,3.0,0.0
33823,4.0,0.0
33824,6.0,4.0
33825,3.0,0.0
33826,1.0,0.0
33827,3.0,0.0
33828,1.0,0.0
33829,7.0,2.0
33830,1.0,0.0
33831,2.0,1.0
33832,1.0,0.0
33833,3.0,0.0
33834,2.0,0.0
33835,2.0,1.0
33836,2.0,1.0
33837,0.0,3.0
33838,1.0,0.0
33839,4.0,0.0
33840,1.0,1.0
33841,3.0,0.0
33842,6.0,2.0
33843,8.0,1.0
33844,1.0,0.0
33845,0.0,0.0
33846,11.0,3.0
33847,4.0,2.0
33848,11.0,11.0
33849,3.0,0.0
33850,12.0,6.0
33851,0.0,0.0
33852,20.0,10.0
33853,8.0,4.0
33854,3.0,3.0
33855,2.0,1.0
33856,9.0,7.0
33857,9.0,1.0
33858,15.0,6.0
33859,22.0,16.0
33860,26.0,9.0
33861,3.0,0.0
33862,3.0,0.0
33863,2.0,2.0
33864,2.0,2.0
33865,6.0,2.0
33866,4.0,3.0
33867,2.0,0.0
33868,3.0,3.0
33869,3.0,1.0
33870,1.0,0.0
33871,0.0,2.0
33872,4.0,1.0
33873,1.0,0.0
33874,1.0,1.0
33875,3.0,0.0
33876,2.0,1.0
33877,2.0,1.0
33878,3.0,5.0
33879,2.0,1.0
33880,2.0,0.0
33881,2.0,2.0
33882,2.0,0.0
33883,11.0,4.0
33884,1.0,3.0
33885,2.0,2.0
33886,2.0,0.0
33887,6.0,3.0
33888,8.0,2.0
33889,13.0,9.0
33890,4.0,1.0
33891,11.0,3.0
33892,4.0,0.0
33893,5.0,1.0
33894,1.0,3.0
33895,16.0,3.0
33896,8.0,2.0
33897,8.0,1.0
33898,8.0,2.0
33899,4.0,3.0
33900,15.0,11.0
33901,0.0,1.0
33902,2.0,2.0
33903,2.0,3.0
33904,1.0,2.0
33905,1.0,2.0
33906,2.0,0.0
33907,2.0,0.0
33908,5.0,0.0
33909,12.0,9.0
33910,1.0,0.0
33911,16.0,7.0
33912,7.0,3.0
33913,1.0,0.0
33914,0.0,0.0
33915,4.0,6.0
33916,2.0,0.0
33917,1.0,2.0
33918,1.0,3.0
33919,1.0,1.0
33920,4.0,2.0
33921,9.0,1.0
33922,3.0,4.0
33923,0.0,0.0
33924,1.0,1.0
33925,1.0,2.0
33926,1.0,0.0
33927,1.0,1.0
33928,1.0,0.0
33929,8.0,7.0
33930,2.0,0.0
33931,3.0,3.0
33932,3.0,2.0
33933,3.0,5.0
33934,2.0,2.0
33935,1.0,0.0
33936,4.0,2.0
33937,2.0,4.0
33938,11.0,6.0
33939,6.0,8.0
33940,23.0,13.0
33941,18.0,13.0
33942,4.0,0.0
33943,13.0,7.0
33944,9.0,4.0
33945,9.0,6.0
33946,6.0,7.0
33947,9.0,13.0
33948,65.0,31.0
33949,1.0,2.0
33950,8.0,2.0
33951,8.0,4.0
33952,5.0,6.0
33953,13.0,2.0
33954,6.0,9.0
33955,2.0,1.0
33956,23.0,18.0
33957,13.0,11.0
33958,6.0,1.0
33959,1.0,2.0
33960,37.0,13.0
33961,10.0,3.0
33962,6.0,1.0
33963,6.0,1.0
33964,4.0,2.0
33965,3.0,1.0
33966,4.0,5.0
33967,9.0,7.0
33968,11.0,6.0
33969,17.0,12.0
33970,27.0,10.0
33971,3.0,3.0
33972,0.0,1.0
33973,0.0,3.0
33974,7.0,1.0
33975,17.0,14.0
33976,11.0,3.0
33977,3.0,1.0
33978,14.0,2.0
33979,1.0,0.0
33980,8.0,8.0
33981,7.0,1.0
33982,2.0,0.0
33983,2.0,1.0
33984,2.0,0.0
33985,6.0,1.0
33986,0.0,0.0
33987,3.0,0.0
33988,1.0,1.0
33989,26.0,10.0
33990,0.0,2.0
33991,7.0,3.0
33992,2.0,2.0
33993,9.0,3.0
33994,3.0,5.0
33995,0.0,0.0
33996,2.0,0.0
33997,4.0,2.0
33998,1.0,0.0
33999,2.0,0.0
34000,3.0,1.0
34001,12.0,3.0
34002,7.0,5.0
34003,7.0,5.0
34004,5.0,6.0
34005,2.0,2.0
34006,0.0,4.0
34007,3.0,1.0
34008,1.0,0.0
34009,2.0,0.0
34010,2.0,4.0
34011,2.0,1.0
34012,3.0,0.0
34013,0.0,1.0
34014,3.0,0.0
34015,7.0,3.0
34016,0.0,0.0
34017,1.0,2.0
34018,8.0,4.0
34019,5.0,6.0
34020,3.0,1.0
34021,3.0,2.0
34022,6.0,6.0
34023,0.0,0.0
34024,8.0,4.0
34025,10.0,7.0
34026,6.0,3.0
34027,0.0,1.0
34028,3.0,1.0
34029,2.0,3.0
34030,32.0,20.0
34031,1.0,0.0
34032,5.0,5.0
34033,12.0,14.0
34034,4.0,4.0
34035,14.0,8.0
34036,2.0,2.0
34037,24.0,16.0
34038,7.0,7.0
34039,43.0,16.0
34040,1.0,1.0
34041,14.0,7.0
34042,26.0,9.0
34043,16.0,15.0
34044,2.0,2.0
34045,4.0,3.0
34046,12.0,8.0
34047,0.0,2.0
34048,1.0,1.0
34049,6.0,5.0
34050,16.0,8.0
34051,6.0,8.0
34052,5.0,3.0
34053,25.0,10.0
34054,1.0,2.0
34055,1.0,1.0
34056,5.0,9.0
34057,2.0,0.0
34058,7.0,6.0
34059,15.0,4.0
34060,6.0,6.0
34061,2.0,0.0
34062,2.0,0.0
34063,2.0,1.0
34064,4.0,2.0
34065,22.0,18.0
34066,6.0,7.0
34067,2.0,0.0
34068,0.0,2.0
34069,17.0,19.0
34070,2.0,2.0
34071,9.0,4.0
34072,0.0,3.0
34073,18.0,12.0
34074,5.0,2.0
34075,5.0,3.0
34076,36.0,12.0
34077,6.0,1.0
34078,18.0,14.0
34079,5.0,2.0
34080,0.0,2.0
34081,36.0,14.0
34082,5.0,5.0
34083,13.0,7.0
34084,12.0,11.0
34085,12.0,9.0
34086,2.0,3.0
34087,1.0,1.0
34088,10.0,4.0
34089,3.0,1.0
34090,6.0,4.0
34091,38.0,19.0
34092,14.0,7.0
34093,2.0,0.0
34094,2.0,3.0
34095,1.0,0.0
34096,5.0,0.0
34097,1.0,1.0
34098,5.0,3.0
34099,2.0,0.0
34100,0.0,1.0
34101,1.0,1.0
34102,2.0,0.0
34103,3.0,5.0
34104,1.0,1.0
34105,2.0,0.0
34106,7.0,2.0
34107,0.0,1.0
34108,3.0,2.0
34109,28.0,16.0
34110,1.0,2.0
34111,8.0,6.0
34112,7.0,6.0
34113,10.0,4.0
34114,0.0,0.0
34115,1.0,0.0
34116,2.0,2.0
34117,37.0,17.0
34118,17.0,14.0
34119,17.0,8.0
34120,39.0,18.0
34121,26.0,14.0
34122,19.0,8.0
34123,3.0,4.0
34124,21.0,13.0
34125,1.0,3.0
34126,39.0,29.0
34127,10.0,7.0
34128,2.0,0.0
34129,31.0,18.0
34130,28.0,35.0
34131,0.0,3.0
34132,2.0,4.0
34133,1.0,0.0
34134,1.0,0.0
34135,1.0,1.0
34136,23.0,14.0
34137,5.0,7.0
34138,8.0,7.0
34139,29.0,10.0
34140,37.0,16.0
34141,1.0,3.0
34142,8.0,6.0
34143,8.0,3.0
34144,13.0,3.0
34145,35.0,16.0
34146,1.0,2.0
34147,1.0,2.0
34148,43.0,33.0
34149,7.0,0.0
34150,2.0,0.0
34151,8.0,1.0
34152,3.0,2.0
34153,12.0,4.0
34154,13.0,3.0
34155,9.0,5.0
34156,2.0,3.0
34157,3.0,8.0
34158,2.0,0.0
34159,6.0,1.0
34160,7.0,8.0
34161,12.0,7.0
34162,2.0,1.0
34163,5.0,2.0
34164,11.0,9.0
34165,3.0,0.0
34166,11.0,7.0
34167,5.0,1.0
34168,1.0,2.0
34169,7.0,1.0
34170,7.0,13.0
34171,5.0,1.0
34172,6.0,4.0
34173,8.0,3.0
34174,3.0,0.0
34175,2.0,3.0
34176,3.0,1.0
34177,7.0,5.0
34178,8.0,6.0
34179,2.0,1.0
34180,1.0,0.0
34181,4.0,3.0
34182,13.0,3.0
34183,1.0,2.0
34184,2.0,1.0
34185,4.0,4.0
34186,6.0,2.0
34187,7.0,4.0
34188,2.0,0.0
34189,2.0,0.0
34190,3.0,1.0
34191,2.0,0.0
34192,3.0,1.0
34193,1.0,4.0
34194,0.0,0.0
34195,3.0,2.0
34196,5.0,1.0
34197,5.0,2.0
34198,3.0,8.0
34199,12.0,9.0
34200,3.0,0.0
34201,3.0,2.0
34202,0.0,2.0
34203,2.0,1.0
34204,2.0,0.0
34205,4.0,4.0
34206,3.0,1.0
34207,6.0,2.0
34208,4.0,2.0
34209,3.0,1.0
34210,18.0,4.0
34211,28.0,11.0
34212,12.0,7.0
34213,7.0,4.0
34214,7.0,0.0
34215,7.0,5.0
34216,6.0,4.0
34217,0.0,3.0
34218,7.0,3.0
34219,4.0,1.0
34220,5.0,0.0
34221,9.0,2.0
34222,2.0,0.0
34223,0.0,0.0
34224,5.0,2.0
34225,7.0,2.0
34226,1.0,0.0
34227,9.0,2.0
34228,4.0,0.0
34229,1.0,0.0
34230,1.0,1.0
34231,1.0,0.0
34232,0.0,0.0
34233,3.0,5.0
34234,2.0,0.0
34235,5.0,1.0
34236,11.0,4.0
34237,1.0,0.0
34238,3.0,4.0
34239,0.0,0.0
34240,10.0,3.0
34241,1.0,0.0
34242,6.0,2.0
34243,4.0,2.0
34244,2.0,1.0
34245,4.0,0.0
34246,8.0,0.0
34247,3.0,1.0
34248,5.0,2.0
34249,3.0,0.0
34250,17.0,12.0
34251,1.0,6.0
34252,6.0,3.0
34253,0.0,2.0
34254,26.0,12.0
34255,3.0,3.0
34256,3.0,0.0
34257,1.0,3.0
34258,6.0,3.0
34259,9.0,3.0
34260,34.0,15.0
34261,3.0,0.0
34262,2.0,0.0
34263,3.0,1.0
34264,12.0,3.0
34265,8.0,9.0
34266,6.0,1.0
34267,2.0,0.0
34268,8.0,1.0
34269,12.0,3.0
34270,0.0,0.0
34271,6.0,6.0
34272,0.0,0.0
34273,3.0,2.0
34274,6.0,3.0
34275,1.0,1.0
34276,13.0,4.0
34277,4.0,0.0
34278,6.0,4.0
34279,2.0,0.0
34280,5.0,4.0
34281,18.0,16.0
34282,0.0,0.0
34283,0.0,0.0
34284,1.0,1.0
34285,2.0,1.0
34286,2.0,6.0
34287,3.0,2.0
34288,2.0,2.0
34289,2.0,1.0
34290,1.0,0.0
34291,1.0,5.0
34292,0.0,0.0
34293,1.0,0.0
34294,1.0,0.0
34295,8.0,4.0
34296,1.0,1.0
34297,4.0,1.0
34298,2.0,1.0
34299,1.0,0.0
34300,4.0,1.0
34301,4.0,2.0
34302,2.0,3.0
34303,3.0,2.0
34304,2.0,1.0
34305,1.0,0.0
34306,1.0,0.0
34307,3.0,1.0
34308,5.0,2.0
34309,0.0,0.0
34310,3.0,1.0
34311,3.0,0.0
34312,4.0,4.0
34313,6.0,7.0
34314,3.0,3.0
34315,17.0,5.0
34316,18.0,9.0
34317,2.0,1.0
34318,9.0,3.0
34319,12.0,7.0
34320,7.0,2.0
34321,0.0,1.0
34322,4.0,1.0
34323,5.0,3.0
34324,3.0,4.0
34325,6.0,2.0
34326,16.0,7.0
34327,2.0,1.0
34328,0.0,0.0
34329,26.0,19.0
34330,1.0,3.0
34331,4.0,2.0
34332,1.0,0.0
34333,3.0,0.0
34334,0.0,0.0
34335,17.0,7.0
34336,4.0,2.0
34337,8.0,7.0
34338,2.0,3.0
34339,7.0,4.0
34340,7.0,9.0
34341,6.0,6.0
34342,1.0,0.0
34343,14.0,8.0
34344,25.0,16.0
34345,2.0,0.0
34346,11.0,10.0
34347,3.0,3.0
34348,3.0,1.0
34349,10.0,1.0
34350,8.0,5.0
34351,1.0,0.0
34352,2.0,2.0
34353,1.0,2.0
34354,1.0,0.0
34355,3.0,0.0
34356,19.0,11.0
34357,0.0,1.0
34358,7.0,2.0
34359,4.0,2.0
34360,3.0,2.0
34361,6.0,1.0
34362,4.0,0.0
34363,2.0,0.0
34364,1.0,1.0
34365,2.0,1.0
34366,10.0,2.0
34367,3.0,1.0
34368,3.0,0.0
34369,0.0,0.0
34370,3.0,0.0
34371,6.0,5.0
34372,9.0,4.0
34373,2.0,2.0
34374,0.0,0.0
34375,6.0,2.0
34376,4.0,0.0
34377,4.0,4.0
34378,25.0,14.0
34379,11.0,8.0
34380,0.0,2.0
34381,28.0,13.0
34382,0.0,0.0
34383,2.0,0.0
34384,19.0,8.0
34385,5.0,1.0
34386,0.0,0.0
34387,24.0,9.0
34388,1.0,0.0
34389,5.0,7.0
34390,6.0,2.0
34391,5.0,4.0
34392,9.0,4.0
34393,9.0,8.0
34394,5.0,1.0
34395,11.0,4.0
34396,10.0,4.0
34397,0.0,1.0
34398,16.0,10.0
34399,1.0,2.0
34400,4.0,0.0
34401,0.0,0.0
34402,4.0,2.0
34403,31.0,17.0
34404,4.0,1.0
34405,13.0,3.0
34406,4.0,1.0
34407,17.0,11.0
34408,27.0,10.0
34409,13.0,7.0
34410,11.0,6.0
34411,2.0,2.0
34412,7.0,1.0
34413,4.0,1.0
34414,7.0,3.0
34415,2.0,0.0
34416,21.0,15.0
34417,5.0,5.0
34418,3.0,1.0
34419,7.0,7.0
34420,13.0,6.0
34421,10.0,6.0
34422,10.0,8.0
34423,0.0,0.0
34424,6.0,3.0
34425,0.0,2.0
34426,20.0,13.0
34427,6.0,9.0
34428,0.0,4.0
34429,10.0,4.0
34430,7.0,1.0
34431,3.0,2.0
34432,3.0,0.0
34433,0.0,0.0
34434,15.0,6.0
34435,1.0,0.0
34436,7.0,1.0
34437,4.0,1.0
34438,3.0,0.0
34439,5.0,5.0
34440,2.0,1.0
34441,2.0,0.0
34442,1.0,0.0
34443,2.0,0.0
34444,5.0,0.0
34445,4.0,1.0
34446,0.0,0.0
34447,1.0,2.0
34448,1.0,2.0
34449,0.0,2.0
34450,1.0,5.0
34451,6.0,6.0
34452,0.0,0.0
34453,3.0,0.0
34454,0.0,0.0
34455,1.0,0.0
34456,0.0,0.0
34457,5.0,2.0
34458,5.0,0.0
34459,0.0,2.0
34460,2.0,1.0
34461,2.0,2.0
34462,3.0,4.0
34463,10.0,4.0
34464,1.0,0.0
34465,3.0,3.0
34466,19.0,13.0
34467,8.0,4.0
34468,8.0,5.0
34469,2.0,1.0
34470,26.0,26.0
34471,4.0,5.0
34472,34.0,24.0
34473,0.0,1.0
34474,16.0,5.0
34475,15.0,7.0
34476,41.0,9.0
34477,11.0,8.0
34478,6.0,5.0
34479,19.0,11.0
34480,6.0,2.0
34481,23.0,23.0
34482,2.0,1.0
34483,4.0,4.0
34484,2.0,3.0
34485,7.0,3.0
34486,5.0,5.0
34487,30.0,15.0
34488,7.0,4.0
34489,10.0,7.0
34490,15.0,5.0
34491,2.0,3.0
34492,4.0,2.0
34493,2.0,2.0
34494,18.0,9.0
34495,11.0,10.0
34496,5.0,4.0
34497,15.0,6.0
34498,8.0,7.0
34499,3.0,3.0
34500,16.0,11.0
34501,16.0,2.0
34502,2.0,3.0
34503,8.0,8.0
34504,29.0,24.0
34505,6.0,7.0
34506,25.0,6.0
34507,0.0,1.0
34508,3.0,2.0
34509,0.0,0.0
34510,3.0,0.0
34511,9.0,8.0
34512,14.0,10.0
34513,5.0,6.0
34514,4.0,0.0
34515,18.0,4.0
34516,1.0,0.0
34517,6.0,5.0
34518,6.0,0.0
34519,11.0,7.0
34520,4.0,0.0
34521,3.0,1.0
34522,7.0,1.0
34523,3.0,3.0
34524,20.0,13.0
34525,1.0,3.0
34526,7.0,0.0
34527,2.0,0.0
34528,3.0,11.0
34529,1.0,1.0
34530,2.0,2.0
34531,3.0,4.0
34532,2.0,0.0
34533,2.0,2.0
34534,2.0,0.0
34535,1.0,1.0
34536,3.0,3.0
34537,1.0,1.0
34538,6.0,4.0
34539,3.0,1.0
34540,2.0,3.0
34541,3.0,1.0
34542,4.0,1.0
34543,1.0,0.0
34544,2.0,2.0
34545,9.0,6.0
34546,9.0,8.0
34547,5.0,4.0
34548,32.0,22.0
34549,13.0,3.0
34550,3.0,3.0
34551,2.0,4.0
34552,6.0,6.0
34553,5.0,2.0
34554,4.0,0.0
34555,1.0,0.0
34556,1.0,1.0
34557,15.0,11.0
34558,2.0,1.0
34559,6.0,3.0
34560,27.0,35.0
34561,6.0,1.0
34562,3.0,1.0
34563,24.0,17.0
34564,17.0,10.0
34565,6.0,1.0
34566,7.0,4.0
34567,1.0,1.0
34568,0.0,1.0
34569,0.0,3.0
34570,1.0,1.0
34571,2.0,0.0
34572,2.0,1.0
34573,1.0,1.0
34574,1.0,0.0
34575,16.0,8.0
34576,1.0,0.0
34577,2.0,0.0
34578,2.0,1.0
34579,0.0,1.0
34580,10.0,10.0
34581,0.0,2.0
34582,4.0,3.0
34583,3.0,1.0
34584,2.0,1.0
34585,17.0,8.0
34586,2.0,1.0
34587,6.0,0.0
34588,13.0,7.0
34589,13.0,12.0
34590,1.0,0.0
34591,1.0,1.0
34592,0.0,3.0
34593,0.0,2.0
34594,2.0,1.0
34595,1.0,0.0
34596,1.0,2.0
34597,5.0,4.0
34598,5.0,3.0
34599,2.0,0.0
34600,3.0,0.0
34601,1.0,0.0
34602,4.0,0.0
34603,2.0,2.0
34604,2.0,1.0
34605,49.0,20.0
34606,0.0,0.0
34607,1.0,1.0
34608,5.0,7.0
34609,0.0,1.0
34610,2.0,2.0
34611,7.0,1.0
34612,3.0,2.0
34613,5.0,2.0
34614,17.0,13.0
34615,5.0,4.0
34616,3.0,0.0
34617,3.0,2.0
34618,4.0,0.0
34619,16.0,7.0
34620,1.0,2.0
34621,3.0,1.0
34622,4.0,2.0
34623,8.0,3.0
34624,2.0,1.0
34625,6.0,1.0
34626,2.0,0.0
34627,3.0,5.0
34628,3.0,3.0
34629,0.0,1.0
34630,5.0,1.0
34631,0.0,0.0
34632,8.0,4.0
34633,0.0,0.0
34634,1.0,1.0
34635,5.0,3.0
34636,0.0,0.0
34637,4.0,5.0
34638,2.0,1.0
34639,8.0,3.0
34640,2.0,0.0
34641,1.0,2.0
34642,1.0,1.0
34643,9.0,1.0
34644,0.0,1.0
34645,2.0,1.0
34646,2.0,4.0
34647,0.0,1.0
34648,10.0,1.0
