ID,foulGiven,foulCommitted
46874,17.0,27.0
46875,20.0,30.0
46876,23.0,20.0
46877,9.0,8.0
46878,23.0,48.0
46879,17.0,58.0
46880,17.0,50.0
46881,24.0,47.0
46882,1.0,9.0
46883,1.0,1.0
46884,14.0,35.0
46885,35.0,44.0
46886,27.0,37.0
46887,22.0,37.0
46888,0.0,4.0
46889,3.0,14.0
46890,12.0,43.0
46891,16.0,61.0
46892,34.0,47.0
46893,14.0,18.0
46894,5.0,15.0
46895,27.0,41.0
46896,0.0,0.0
46897,4.0,5.0
46898,16.0,24.0
46899,16.0,39.0
46900,18.0,26.0
46901,7.0,10.0
46902,9.0,20.0
46903,7.0,10.0
46904,25.0,37.0
46905,10.0,24.0
46906,12.0,16.0
46907,6.0,10.0
46908,2.0,12.0
46909,13.0,16.0
46910,27.0,50.0
46911,16.0,18.0
46912,3.0,8.0
46913,7.0,21.0
46914,4.0,10.0
46915,1.0,5.0
46916,1.0,2.0
46917,8.0,14.0
46918,21.0,25.0
46919,12.0,23.0
46920,10.0,18.0
46921,13.0,18.0
46922,21.0,17.0
46923,12.0,13.0
46924,24.0,43.0
46925,35.0,33.0
46926,1.0,7.0
46927,3.0,8.0
46928,11.0,11.0
46929,8.0,18.0
46930,7.0,14.0
46931,1.0,8.0
46932,14.0,24.0
46933,3.0,6.0
46934,13.0,6.0
46935,23.0,31.0
46936,2.0,13.0
46937,2.0,1.0
46938,9.0,9.0
46939,1.0,10.0
46940,6.0,23.0
46941,8.0,16.0
46942,4.0,3.0
46943,15.0,31.0
46944,5.0,14.0
46945,13.0,14.0
46946,7.0,11.0
46947,1.0,1.0
46948,15.0,20.0
46949,10.0,16.0
46950,17.0,11.0
46951,1.0,3.0
46952,2.0,3.0
46953,1.0,0.0
46954,0.0,0.0
46955,7.0,22.0
46956,1.0,5.0
46957,6.0,9.0
46958,1.0,2.0
46959,2.0,7.0
46960,2.0,4.0
46961,7.0,12.0
46962,5.0,8.0
46963,7.0,6.0
46964,1.0,3.0
46965,0.0,1.0
46966,2.0,3.0
46967,0.0,2.0
46968,3.0,6.0
46969,0.0,1.0
46970,8.0,16.0
46971,1.0,1.0
46972,0.0,0.0
46973,1.0,7.0
46974,0.0,1.0
46975,1.0,3.0
46976,0.0,0.0
46977,4.0,4.0
46978,0.0,1.0
46979,0.0,0.0
46980,1.0,0.0
46981,0.0,2.0
46982,1.0,4.0
46983,0.0,1.0
46984,1.0,3.0
46985,8.0,7.0
46986,14.0,28.0
46987,25.0,14.0
46988,17.0,13.0
46989,12.0,11.0
46990,39.0,38.0
46991,27.0,30.0
46992,16.0,21.0
46993,0.0,2.0
46994,21.0,53.0
46995,2.0,7.0
46996,2.0,1.0
46997,7.0,13.0
46998,6.0,25.0
46999,11.0,18.0
47000,13.0,22.0
47001,3.0,3.0
47002,22.0,37.0
47003,16.0,14.0
47004,12.0,23.0
47005,0.0,0.0
47006,21.0,11.0
47007,20.0,19.0
47008,17.0,24.0
47009,7.0,41.0
47010,22.0,30.0
47011,14.0,26.0
47012,2.0,0.0
47013,1.0,3.0
47014,2.0,4.0
47015,4.0,2.0
47016,0.0,1.0
47017,2.0,12.0
47018,4.0,16.0
47019,19.0,33.0
47020,14.0,32.0
47021,3.0,31.0
47022,2.0,6.0
47023,3.0,13.0
47024,3.0,24.0
47025,12.0,18.0
47026,5.0,14.0
47027,3.0,6.0
47028,9.0,11.0
47029,11.0,16.0
47030,10.0,20.0
47031,36.0,47.0
47032,6.0,10.0
47033,18.0,10.0
47034,3.0,22.0
47035,3.0,11.0
47036,2.0,11.0
47037,21.0,21.0
47038,11.0,9.0
47039,10.0,19.0
47040,3.0,5.0
47041,10.0,17.0
47042,5.0,7.0
47043,28.0,32.0
47044,13.0,21.0
47045,2.0,23.0
47046,4.0,5.0
47047,1.0,0.0
47048,14.0,20.0
47049,12.0,23.0
47050,4.0,11.0
47051,1.0,7.0
47052,7.0,9.0
47053,9.0,23.0
47054,5.0,34.0
47055,6.0,21.0
47056,10.0,31.0
47057,4.0,17.0
47058,8.0,26.0
47059,1.0,22.0
47060,5.0,10.0
47061,7.0,37.0
47062,1.0,0.0
47063,5.0,21.0
47064,13.0,22.0
47065,8.0,14.0
47066,4.0,18.0
47067,6.0,11.0
47068,2.0,3.0
47069,3.0,3.0
47070,6.0,7.0
47071,5.0,14.0
47072,11.0,26.0
47073,0.0,1.0
47074,3.0,5.0
47075,0.0,0.0
47076,7.0,10.0
47077,2.0,3.0
47078,0.0,0.0
47079,3.0,5.0
47080,6.0,6.0
47081,0.0,0.0
47082,7.0,10.0
47083,0.0,3.0
47084,7.0,8.0
47085,0.0,1.0
47086,3.0,7.0
47087,0.0,4.0
47088,0.0,4.0
47089,1.0,0.0
47090,0.0,0.0
47091,0.0,0.0
47092,2.0,3.0
47093,3.0,3.0
47094,1.0,0.0
47095,0.0,0.0
47096,5.0,3.0
47097,1.0,1.0
47098,0.0,2.0
47099,1.0,1.0
47100,1.0,2.0
47101,4.0,6.0
47102,23.0,20.0
47103,1.0,1.0
47104,15.0,12.0
47105,5.0,17.0
47106,13.0,10.0
47107,12.0,27.0
47108,16.0,28.0
47109,25.0,18.0
47110,11.0,14.0
47111,21.0,30.0
47112,10.0,17.0
47113,10.0,16.0
47114,23.0,45.0
47115,5.0,13.0
47116,25.0,21.0
47117,17.0,18.0
47118,15.0,20.0
47119,11.0,20.0
47120,2.0,7.0
47121,26.0,18.0
47122,17.0,33.0
47123,20.0,21.0
47124,7.0,11.0
47125,8.0,25.0
47126,9.0,38.0
47127,0.0,1.0
47128,16.0,13.0
47129,3.0,5.0
47130,18.0,39.0
47131,35.0,31.0
47132,19.0,48.0
47133,13.0,20.0
47134,5.0,2.0
47135,0.0,1.0
47136,11.0,11.0
47137,5.0,22.0
47138,13.0,25.0
47139,30.0,49.0
47140,0.0,2.0
47141,13.0,25.0
47142,17.0,25.0
47143,1.0,1.0
47144,40.0,31.0
47145,6.0,32.0
47146,24.0,30.0
47147,1.0,6.0
47148,8.0,6.0
47149,2.0,12.0
47150,30.0,45.0
47151,30.0,30.0
47152,13.0,12.0
47153,4.0,26.0
47154,35.0,30.0
47155,30.0,30.0
47156,8.0,9.0
47157,24.0,31.0
47158,3.0,17.0
47159,16.0,13.0
47160,3.0,19.0
47161,1.0,3.0
47162,9.0,26.0
47163,4.0,25.0
47164,16.0,31.0
47165,2.0,5.0
47166,10.0,15.0
47167,6.0,6.0
47168,14.0,17.0
47169,2.0,1.0
47170,8.0,21.0
47171,10.0,9.0
47172,2.0,6.0
47173,15.0,22.0
47174,4.0,10.0
47175,6.0,15.0
47176,2.0,14.0
47177,20.0,22.0
47178,0.0,1.0
47179,10.0,25.0
47180,4.0,9.0
47181,4.0,7.0
47182,5.0,11.0
47183,2.0,7.0
47184,1.0,15.0
47185,3.0,9.0
47186,3.0,9.0
47187,15.0,12.0
47188,4.0,10.0
47189,0.0,4.0
47190,2.0,11.0
47191,1.0,4.0
47192,1.0,10.0
47193,1.0,1.0
47194,0.0,1.0
47195,0.0,6.0
47196,0.0,2.0
47197,0.0,0.0
47198,0.0,0.0
47199,2.0,2.0
47200,0.0,1.0
47201,1.0,1.0
47202,1.0,2.0
47203,0.0,0.0
47204,14.0,11.0
47205,1.0,1.0
47206,0.0,1.0
47207,28.0,52.0
47208,11.0,18.0
47209,19.0,32.0
47210,14.0,30.0
47211,19.0,20.0
47212,32.0,18.0
47213,12.0,22.0
47214,0.0,1.0
47215,11.0,46.0
47216,36.0,30.0
47217,25.0,32.0
47218,0.0,1.0
47219,15.0,13.0
47220,12.0,22.0
47221,6.0,6.0
47222,18.0,9.0
47223,15.0,20.0
47224,5.0,13.0
47225,16.0,19.0
47226,2.0,3.0
47227,8.0,26.0
47228,26.0,29.0
47229,5.0,15.0
47230,12.0,21.0
47231,12.0,21.0
47232,8.0,11.0
47233,9.0,15.0
47234,14.0,52.0
47235,4.0,8.0
47236,21.0,29.0
47237,10.0,15.0
47238,0.0,3.0
47239,1.0,5.0
47240,25.0,30.0
47241,9.0,22.0
47242,9.0,24.0
47243,40.0,38.0
47244,23.0,16.0
47245,2.0,0.0
47246,7.0,10.0
47247,6.0,7.0
47248,21.0,26.0
47249,21.0,39.0
47250,7.0,15.0
47251,12.0,34.0
47252,9.0,29.0
47253,9.0,14.0
47254,13.0,20.0
47255,12.0,14.0
47256,17.0,16.0
47257,25.0,41.0
47258,10.0,16.0
47259,18.0,29.0
47260,3.0,6.0
47261,15.0,15.0
47262,7.0,4.0
47263,18.0,33.0
47264,27.0,13.0
47265,1.0,5.0
47266,0.0,6.0
47267,3.0,6.0
47268,1.0,10.0
47269,12.0,15.0
47270,1.0,2.0
47271,2.0,3.0
47272,2.0,4.0
47273,0.0,6.0
47274,13.0,21.0
47275,16.0,21.0
47276,8.0,8.0
47277,4.0,9.0
47278,4.0,10.0
47279,2.0,8.0
47280,7.0,36.0
47281,7.0,8.0
47282,8.0,14.0
47283,2.0,8.0
47284,16.0,32.0
47285,9.0,19.0
47286,3.0,7.0
47287,1.0,6.0
47288,4.0,9.0
47289,5.0,4.0
47290,0.0,5.0
47291,4.0,18.0
47292,5.0,19.0
47293,7.0,7.0
47294,2.0,3.0
47295,0.0,1.0
47296,3.0,7.0
47297,2.0,1.0
47298,2.0,6.0
47299,1.0,13.0
47300,0.0,2.0
47301,6.0,7.0
47302,0.0,1.0
47303,1.0,2.0
47304,2.0,6.0
47305,1.0,1.0
47306,1.0,3.0
47307,1.0,0.0
47308,0.0,2.0
47309,0.0,1.0
47310,0.0,0.0
47311,35.0,32.0
47312,2.0,6.0
47313,2.0,0.0
47314,6.0,13.0
47315,2.0,1.0
47316,11.0,28.0
47317,27.0,30.0
47318,30.0,25.0
47319,3.0,4.0
47320,7.0,3.0
47321,14.0,42.0
47322,24.0,26.0
47323,29.0,12.0
47324,16.0,16.0
47325,18.0,9.0
47326,3.0,5.0
47327,6.0,7.0
47328,1.0,1.0
47329,34.0,22.0
47330,2.0,6.0
47331,1.0,9.0
47332,33.0,22.0
47333,12.0,13.0
47334,12.0,15.0
47335,2.0,8.0
47336,21.0,18.0
47337,10.0,19.0
47338,6.0,19.0
47339,27.0,15.0
47340,21.0,28.0
47341,4.0,4.0
47342,13.0,27.0
47343,1.0,3.0
47344,4.0,10.0
47345,25.0,36.0
47346,3.0,0.0
47347,19.0,12.0
47348,15.0,12.0
47349,28.0,9.0
47350,10.0,7.0
47351,1.0,5.0
47352,2.0,2.0
47353,8.0,13.0
47354,13.0,26.0
47355,12.0,37.0
47356,15.0,9.0
47357,7.0,52.0
47358,23.0,30.0
47359,16.0,32.0
47360,7.0,14.0
47361,13.0,24.0
47362,8.0,32.0
47363,2.0,12.0
47364,18.0,18.0
47365,5.0,19.0
47366,0.0,8.0
47367,13.0,24.0
47368,4.0,22.0
47369,0.0,1.0
47370,31.0,28.0
47371,0.0,9.0
47372,4.0,6.0
47373,18.0,15.0
47374,13.0,33.0
47375,26.0,24.0
47376,12.0,15.0
47377,4.0,10.0
47378,9.0,7.0
47379,5.0,9.0
47380,0.0,0.0
47381,3.0,3.0
47382,11.0,16.0
47383,6.0,3.0
47384,21.0,21.0
47385,12.0,19.0
47386,5.0,11.0
47387,2.0,4.0
47388,9.0,14.0
47389,1.0,1.0
47390,5.0,8.0
47391,10.0,5.0
47392,6.0,6.0
47393,0.0,1.0
47394,6.0,14.0
47395,2.0,6.0
47396,0.0,4.0
47397,10.0,22.0
47398,5.0,5.0
47399,0.0,4.0
47400,11.0,9.0
47401,4.0,5.0
47402,18.0,27.0
47403,1.0,3.0
47404,1.0,3.0
47405,1.0,0.0
47406,1.0,2.0
47407,0.0,0.0
47408,0.0,0.0
47409,1.0,2.0
47410,3.0,1.0
47411,1.0,2.0
47412,2.0,0.0
47413,2.0,5.0
47414,2.0,2.0
47415,2.0,0.0
47416,2.0,3.0
47417,1.0,1.0
47418,15.0,27.0
47419,5.0,5.0
47420,14.0,16.0
47421,2.0,2.0
47422,10.0,17.0
47423,27.0,25.0
47424,2.0,0.0
47425,10.0,41.0
47426,35.0,33.0
47427,14.0,13.0
47428,8.0,7.0
47429,10.0,6.0
47430,7.0,27.0
47431,11.0,6.0
47432,17.0,30.0
47433,16.0,22.0
47434,22.0,25.0
47435,11.0,11.0
47436,4.0,2.0
47437,24.0,23.0
47438,13.0,14.0
47439,24.0,21.0
47440,10.0,7.0
47441,35.0,9.0
47442,8.0,10.0
47443,3.0,0.0
47444,8.0,35.0
47445,0.0,6.0
47446,38.0,35.0
47447,18.0,22.0
47448,14.0,12.0
47449,5.0,21.0
47450,31.0,33.0
47451,13.0,12.0
47452,4.0,11.0
47453,25.0,23.0
47454,3.0,4.0
47455,11.0,12.0
47456,7.0,6.0
47457,8.0,24.0
47458,5.0,6.0
47459,19.0,35.0
47460,10.0,23.0
47461,9.0,23.0
47462,13.0,22.0
47463,7.0,16.0
47464,4.0,8.0
47465,24.0,20.0
47466,19.0,16.0
47467,6.0,10.0
47468,13.0,10.0
47469,1.0,0.0
47470,3.0,3.0
47471,34.0,24.0
47472,13.0,36.0
47473,25.0,17.0
47474,6.0,13.0
47475,7.0,26.0
47476,1.0,3.0
47477,7.0,2.0
47478,10.0,45.0
47479,3.0,4.0
47480,10.0,31.0
47481,12.0,30.0
47482,6.0,19.0
47483,8.0,8.0
47484,6.0,11.0
47485,29.0,28.0
47486,2.0,11.0
47487,6.0,9.0
47488,8.0,11.0
47489,32.0,15.0
47490,3.0,9.0
47491,18.0,7.0
47492,1.0,1.0
47493,2.0,6.0
47494,0.0,4.0
47495,0.0,0.0
47496,14.0,18.0
47497,6.0,4.0
47498,5.0,11.0
47499,12.0,21.0
47500,1.0,10.0
47501,7.0,21.0
47502,5.0,8.0
47503,3.0,4.0
47504,4.0,15.0
47505,1.0,2.0
47506,6.0,15.0
47507,2.0,2.0
47508,2.0,2.0
47509,2.0,16.0
47510,4.0,7.0
47511,5.0,8.0
47512,1.0,1.0
47513,6.0,4.0
47514,0.0,0.0
47515,6.0,7.0
47516,0.0,2.0
47517,1.0,4.0
47518,1.0,1.0
47519,0.0,3.0
47520,0.0,1.0
47521,0.0,1.0
47522,1.0,4.0
47523,2.0,2.0
47524,1.0,6.0
47525,1.0,0.0
47526,3.0,4.0
47527,5.0,2.0
47528,10.0,6.0
47529,18.0,9.0
47530,6.0,12.0
47531,5.0,2.0
47532,8.0,28.0
47533,5.0,16.0
47534,0.0,8.0
47535,0.0,1.0
47536,3.0,4.0
47537,13.0,27.0
47538,20.0,19.0
47539,7.0,23.0
47540,6.0,4.0
47541,1.0,5.0
47542,6.0,12.0
47543,13.0,21.0
47544,8.0,14.0
47545,0.0,1.0
47546,21.0,25.0
47547,7.0,9.0
47548,0.0,2.0
47549,3.0,10.0
47550,1.0,0.0
47551,31.0,32.0
47552,3.0,6.0
47553,12.0,23.0
47554,9.0,4.0
47555,9.0,7.0
47556,10.0,26.0
47557,19.0,21.0
47558,1.0,3.0
47559,3.0,2.0
47560,6.0,18.0
47561,15.0,13.0
47562,4.0,8.0
47563,4.0,6.0
47564,8.0,5.0
47565,32.0,21.0
47566,20.0,12.0
47567,3.0,14.0
47568,13.0,17.0
47569,12.0,13.0
47570,10.0,26.0
47571,1.0,3.0
47572,15.0,15.0
47573,4.0,9.0
47574,13.0,5.0
47575,27.0,24.0
47576,2.0,4.0
47577,23.0,20.0
47578,4.0,15.0
47579,19.0,10.0
47580,12.0,18.0
47581,10.0,11.0
47582,5.0,1.0
47583,9.0,8.0
47584,3.0,19.0
47585,28.0,8.0
47586,5.0,26.0
47587,8.0,3.0
47588,3.0,13.0
47589,9.0,41.0
47590,6.0,9.0
47591,11.0,14.0
47592,3.0,11.0
47593,14.0,31.0
47594,16.0,38.0
47595,23.0,25.0
47596,4.0,7.0
47597,15.0,10.0
47598,5.0,17.0
47599,12.0,5.0
47600,10.0,19.0
47601,3.0,10.0
47602,24.0,52.0
47603,20.0,36.0
47604,5.0,6.0
47605,4.0,15.0
47606,4.0,1.0
47607,4.0,17.0
47608,5.0,2.0
47609,7.0,5.0
47610,5.0,5.0
47611,7.0,12.0
47612,11.0,9.0
47613,1.0,12.0
47614,1.0,11.0
47615,22.0,4.0
47616,2.0,0.0
47617,8.0,21.0
47618,8.0,6.0
47619,0.0,0.0
47620,7.0,5.0
47621,0.0,1.0
47622,9.0,21.0
47623,0.0,1.0
47624,2.0,2.0
47625,3.0,3.0
47626,0.0,3.0
47627,0.0,0.0
47628,1.0,2.0
47629,3.0,0.0
47630,4.0,4.0
47631,0.0,6.0
47632,5.0,4.0
47633,2.0,3.0
47634,1.0,0.0
47635,0.0,1.0
47636,1.0,1.0
47637,0.0,0.0
47638,0.0,0.0
47639,0.0,0.0
47640,9.0,5.0
47641,2.0,8.0
47642,9.0,23.0
47643,0.0,1.0
47644,2.0,2.0
47645,12.0,12.0
47646,28.0,35.0
47647,7.0,8.0
47648,4.0,8.0
47649,11.0,8.0
47650,1.0,4.0
47651,0.0,3.0
47652,2.0,2.0
47653,0.0,0.0
47654,5.0,7.0
47655,1.0,1.0
47656,2.0,10.0
47657,10.0,24.0
47658,24.0,26.0
47659,10.0,20.0
47660,16.0,20.0
47661,11.0,16.0
47662,2.0,6.0
47663,3.0,1.0
47664,3.0,3.0
47665,11.0,6.0
47666,9.0,22.0
47667,5.0,6.0
47668,7.0,3.0
47669,3.0,7.0
47670,2.0,3.0
47671,37.0,41.0
47672,1.0,5.0
47673,26.0,28.0
47674,13.0,16.0
47675,6.0,6.0
47676,19.0,38.0
47677,5.0,8.0
47678,2.0,4.0
47679,0.0,2.0
47680,3.0,3.0
47681,3.0,3.0
47682,0.0,2.0
47683,35.0,42.0
47684,13.0,18.0
47685,25.0,25.0
47686,1.0,0.0
47687,24.0,21.0
47688,25.0,39.0
47689,1.0,5.0
47690,4.0,19.0
47691,8.0,17.0
47692,5.0,10.0
47693,27.0,43.0
47694,31.0,46.0
47695,24.0,20.0
47696,4.0,32.0
47697,12.0,26.0
47698,11.0,42.0
47699,13.0,42.0
47700,0.0,0.0
47701,8.0,23.0
47702,1.0,6.0
47703,11.0,36.0
47704,9.0,8.0
47705,10.0,17.0
47706,3.0,11.0
47707,7.0,10.0
47708,2.0,4.0
47709,2.0,21.0
47710,3.0,10.0
47711,6.0,11.0
47712,4.0,5.0
47713,17.0,24.0
47714,0.0,0.0
47715,4.0,4.0
47716,6.0,15.0
47717,11.0,16.0
47718,27.0,29.0
47719,31.0,42.0
47720,5.0,5.0
47721,13.0,18.0
47722,21.0,24.0
47723,10.0,21.0
47724,17.0,10.0
47725,10.0,7.0
47726,10.0,17.0
47727,2.0,6.0
47728,3.0,7.0
47729,6.0,10.0
47730,0.0,1.0
47731,7.0,12.0
47732,18.0,28.0
47733,2.0,4.0
47734,9.0,28.0
47735,6.0,10.0
47736,2.0,1.0
47737,2.0,7.0
47738,1.0,6.0
47739,9.0,11.0
47740,12.0,10.0
47741,0.0,0.0
47742,6.0,9.0
47743,3.0,24.0
47744,1.0,6.0
47745,11.0,19.0
47746,5.0,12.0
47747,1.0,8.0
47748,8.0,5.0
47749,12.0,8.0
47750,4.0,12.0
47751,0.0,3.0
47752,7.0,18.0
47753,2.0,7.0
47754,7.0,7.0
47755,1.0,1.0
47756,2.0,0.0
47757,8.0,4.0
47758,7.0,4.0
47759,8.0,20.0
47760,1.0,11.0
47761,1.0,4.0
47762,1.0,6.0
47763,1.0,10.0
47764,0.0,1.0
47765,0.0,5.0
47766,2.0,2.0
47767,0.0,4.0
47768,4.0,1.0
47769,0.0,1.0
47770,1.0,0.0
47771,3.0,5.0
47772,29.0,35.0
47773,3.0,5.0
47774,4.0,3.0
47775,0.0,1.0
47776,5.0,13.0
47777,13.0,30.0
47778,9.0,12.0
47779,9.0,10.0
47780,16.0,42.0
47781,25.0,14.0
47782,18.0,12.0
47783,21.0,28.0
47784,2.0,1.0
47785,9.0,38.0
47786,1.0,1.0
47787,29.0,22.0
47788,0.0,0.0
47789,25.0,40.0
47790,1.0,1.0
47791,24.0,11.0
47792,9.0,6.0
47793,1.0,1.0
47794,11.0,16.0
47795,6.0,7.0
47796,22.0,37.0
47797,6.0,19.0
47798,6.0,9.0
47799,15.0,30.0
47800,1.0,2.0
47801,22.0,30.0
47802,4.0,6.0
47803,14.0,17.0
47804,17.0,15.0
47805,62.0,51.0
47806,21.0,25.0
47807,14.0,23.0
47808,19.0,31.0
47809,1.0,3.0
47810,20.0,35.0
47811,5.0,20.0
47812,13.0,21.0
47813,2.0,2.0
47814,10.0,5.0
47815,2.0,3.0
47816,17.0,28.0
47817,26.0,17.0
47818,6.0,13.0
47819,15.0,30.0
47820,12.0,21.0
47821,25.0,29.0
47822,2.0,3.0
47823,15.0,23.0
47824,25.0,30.0
47825,20.0,29.0
47826,0.0,8.0
47827,6.0,21.0
47828,23.0,21.0
47829,10.0,16.0
47830,36.0,18.0
47831,25.0,28.0
47832,0.0,1.0
47833,1.0,1.0
47834,8.0,27.0
47835,1.0,1.0
47836,8.0,25.0
47837,27.0,25.0
47838,6.0,33.0
47839,5.0,7.0
47840,13.0,19.0
47841,11.0,5.0
47842,16.0,18.0
47843,5.0,24.0
47844,11.0,21.0
47845,12.0,37.0
47846,10.0,9.0
47847,7.0,33.0
47848,1.0,6.0
47849,9.0,18.0
47850,4.0,5.0
47851,0.0,1.0
47852,2.0,5.0
47853,2.0,10.0
47854,1.0,3.0
47855,5.0,7.0
47856,15.0,18.0
47857,16.0,18.0
47858,8.0,8.0
47859,0.0,7.0
47860,2.0,3.0
47861,13.0,21.0
47862,11.0,19.0
47863,2.0,16.0
47864,13.0,17.0
47865,7.0,2.0
47866,3.0,3.0
47867,22.0,15.0
47868,3.0,5.0
47869,0.0,5.0
47870,8.0,10.0
47871,0.0,1.0
47872,2.0,2.0
47873,2.0,1.0
47874,3.0,1.0
47875,1.0,0.0
47876,3.0,3.0
47877,0.0,1.0
47878,2.0,2.0
47879,2.0,3.0
47880,1.0,2.0
47881,3.0,0.0
47882,2.0,3.0
47883,6.0,9.0
47884,18.0,16.0
47885,17.0,21.0
47886,1.0,2.0
47887,0.0,4.0
47888,2.0,2.0
47889,6.0,13.0
47890,19.0,20.0
47891,9.0,4.0
47892,8.0,16.0
47893,9.0,13.0
47894,16.0,30.0
47895,8.0,9.0
47896,4.0,11.0
47897,11.0,25.0
47898,21.0,14.0
47899,31.0,17.0
47900,12.0,25.0
47901,14.0,25.0
47902,1.0,0.0
47903,0.0,5.0
47904,10.0,21.0
47905,20.0,10.0
47906,9.0,12.0
47907,5.0,7.0
47908,4.0,3.0
47909,6.0,17.0
47910,19.0,21.0
47911,1.0,1.0
47912,24.0,37.0
47913,12.0,19.0
47914,12.0,13.0
47915,0.0,2.0
47916,8.0,3.0
47917,0.0,0.0
47918,0.0,1.0
47919,1.0,9.0
47920,14.0,14.0
47921,11.0,22.0
47922,32.0,24.0
47923,5.0,11.0
47924,2.0,9.0
47925,13.0,8.0
47926,18.0,21.0
47927,6.0,2.0
47928,5.0,14.0
47929,3.0,17.0
47930,16.0,26.0
47931,12.0,11.0
47932,4.0,3.0
47933,1.0,5.0
47934,4.0,10.0
47935,16.0,16.0
47936,6.0,7.0
47937,6.0,4.0
47938,10.0,14.0
47939,15.0,10.0
47940,5.0,4.0
47941,14.0,18.0
47942,12.0,18.0
47943,11.0,27.0
47944,5.0,7.0
47945,14.0,9.0
47946,9.0,9.0
47947,5.0,8.0
47948,12.0,15.0
47949,22.0,25.0
47950,1.0,6.0
47951,5.0,9.0
47952,11.0,14.0
47953,13.0,11.0
47954,2.0,6.0
47955,7.0,1.0
47956,9.0,18.0
47957,8.0,16.0
47958,2.0,4.0
47959,0.0,0.0
47960,4.0,10.0
47961,2.0,12.0
47962,4.0,7.0
47963,1.0,3.0
47964,2.0,1.0
47965,0.0,3.0
47966,11.0,14.0
47967,3.0,7.0
47968,2.0,4.0
47969,3.0,6.0
47970,5.0,16.0
47971,5.0,5.0
47972,5.0,10.0
47973,3.0,5.0
47974,0.0,1.0
47975,1.0,0.0
47976,1.0,1.0
47977,0.0,2.0
47978,1.0,1.0
47979,1.0,1.0
47980,0.0,1.0
47981,1.0,0.0
47982,4.0,4.0
47983,1.0,3.0
47984,1.0,2.0
47985,1.0,1.0
47986,17.0,27.0
47987,20.0,29.0
47988,2.0,16.0
47989,4.0,23.0
47990,2.0,6.0
47991,19.0,20.0
47992,6.0,19.0
47993,20.0,15.0
47994,23.0,28.0
47995,28.0,21.0
47996,0.0,2.0
47997,5.0,9.0
47998,24.0,24.0
47999,6.0,26.0
48000,1.0,1.0
48001,4.0,3.0
48002,6.0,17.0
48003,6.0,27.0
48004,26.0,45.0
48005,15.0,17.0
48006,6.0,21.0
48007,4.0,5.0
48008,29.0,38.0
48009,7.0,34.0
48010,13.0,25.0
48011,15.0,15.0
48012,0.0,0.0
48013,12.0,8.0
48014,11.0,19.0
48015,45.0,38.0
48016,2.0,9.0
48017,25.0,25.0
48018,25.0,20.0
48019,0.0,2.0
48020,3.0,11.0
48021,12.0,13.0
48022,2.0,1.0
48023,1.0,2.0
48024,6.0,13.0
48025,9.0,16.0
48026,7.0,28.0
48027,8.0,39.0
48028,18.0,17.0
48029,3.0,15.0
48030,11.0,17.0
48031,3.0,37.0
48032,13.0,12.0
48033,12.0,30.0
48034,9.0,22.0
48035,4.0,5.0
48036,15.0,10.0
48037,1.0,5.0
48038,10.0,35.0
48039,9.0,27.0
48040,20.0,27.0
48041,9.0,4.0
48042,0.0,1.0
48043,7.0,18.0
48044,26.0,29.0
48045,19.0,19.0
48046,0.0,1.0
48047,5.0,9.0
48048,8.0,11.0
48049,8.0,46.0
48050,11.0,10.0
48051,10.0,44.0
48052,6.0,11.0
48053,4.0,16.0
48054,19.0,23.0
48055,4.0,20.0
48056,14.0,19.0
48057,19.0,32.0
48058,0.0,0.0
48059,4.0,28.0
48060,18.0,25.0
48061,5.0,12.0
48062,8.0,20.0
48063,11.0,18.0
48064,1.0,5.0
48065,9.0,26.0
48066,5.0,8.0
48067,1.0,2.0
48068,8.0,14.0
48069,1.0,8.0
48070,5.0,6.0
48071,1.0,4.0
48072,13.0,13.0
48073,1.0,1.0
48074,4.0,9.0
48075,4.0,8.0
48076,1.0,1.0
48077,2.0,6.0
48078,0.0,3.0
48079,2.0,7.0
48080,0.0,1.0
48081,0.0,0.0
48082,0.0,1.0
48083,1.0,2.0
48084,1.0,9.0
48085,1.0,7.0
48086,0.0,0.0
48087,0.0,1.0
48088,0.0,0.0
48089,0.0,0.0
48090,0.0,1.0
48091,0.0,1.0
48092,3.0,3.0
48093,1.0,3.0
48094,0.0,0.0
48095,1.0,0.0
48096,4.0,2.0
48097,0.0,0.0
48098,2.0,1.0
48099,25.0,27.0
48100,8.0,26.0
48101,1.0,2.0
48102,1.0,5.0
48103,2.0,1.0
48104,21.0,35.0
48105,13.0,32.0
48106,10.0,14.0
48107,10.0,13.0
48108,14.0,29.0
48109,18.0,23.0
48110,39.0,24.0
48111,4.0,6.0
48112,27.0,42.0
48113,1.0,3.0
48114,15.0,36.0
48115,1.0,19.0
48116,5.0,11.0
48117,0.0,1.0
48118,2.0,25.0
48119,2.0,0.0
48120,32.0,24.0
48121,1.0,4.0
48122,6.0,16.0
48123,13.0,29.0
48124,18.0,39.0
48125,12.0,23.0
48126,7.0,22.0
48127,4.0,11.0
48128,5.0,6.0
48129,11.0,12.0
48130,0.0,1.0
48131,20.0,11.0
48132,8.0,14.0
48133,11.0,11.0
48134,8.0,22.0
48135,2.0,10.0
48136,1.0,7.0
48137,2.0,10.0
48138,23.0,25.0
48139,14.0,26.0
48140,4.0,10.0
48141,5.0,23.0
48142,5.0,19.0
48143,13.0,21.0
48144,6.0,7.0
